"","OBS","MOD","MONTH_NUM","METHOD","KF","Month.ordered"
"1",26.86,25.375866522363,"JAN","IDW",1,"JAN"
"2",18,23.1890343252125,"JAN","IDW",1,"JAN"
"3",22.66,18.6015418286775,"JAN","IDW",1,"JAN"
"4",15.6216666666667,13.0478108726973,"JAN","IDW",1,"JAN"
"5",17.3366666666667,17.2289726698908,"JAN","IDW",1,"JAN"
"6",24.9333333333333,22.2643641727732,"JAN","IDW",1,"JAN"
"7",27.4333333333333,27.2780487870866,"JAN","IDW",1,"JAN"
"8",21.7333333333333,26.8296356613035,"JAN","IDW",1,"JAN"
"9",26.8866666666667,26.0630158632645,"FEB","IDW",1,"FEB"
"10",18.35,23.5452177951541,"FEB","IDW",1,"FEB"
"11",22.79,18.6894820865576,"FEB","IDW",1,"FEB"
"12",15.8,13.2572280317784,"FEB","IDW",1,"FEB"
"13",17.9333333333333,17.1687157861271,"FEB","IDW",1,"FEB"
"14",25.3,22.3749966410852,"FEB","IDW",1,"FEB"
"15",27.83,27.6752076346879,"FEB","IDW",1,"FEB"
"16",22.06,27.1223946189368,"FEB","IDW",1,"FEB"
"17",28.3733333333333,27.1014458591333,"MAR","IDW",1,"MAR"
"18",19.0833333333333,24.5729780535997,"MAR","IDW",1,"MAR"
"19",23.7433333333333,19.5612851488564,"MAR","IDW",1,"MAR"
"20",16.2333333333333,14.0539338880689,"MAR","IDW",1,"MAR"
"21",18.69,18.1301957798606,"MAR","IDW",1,"MAR"
"22",22.4833333333333,23.0983463896923,"MAR","IDW",1,"MAR"
"23",28.3,28.148054491383,"MAR","IDW",1,"MAR"
"24",22.5666666666667,27.5452098901941,"MAR","IDW",1,"MAR"
"25",29.07,27.6629151249611,"APR","IDW",1,"APR"
"26",19.7333333333333,24.9220700650475,"APR","IDW",1,"APR"
"27",24.0966666666667,20.0391747050714,"APR","IDW",1,"APR"
"28",16.75,14.4324312288301,"APR","IDW",1,"APR"
"29",19.9066666666667,18.8494195948849,"APR","IDW",1,"APR"
"30",26.5333333333333,23.5657763955533,"APR","IDW",1,"APR"
"31",28.3066666666667,28.1681867762661,"APR","IDW",1,"APR"
"32",22.6566666666667,27.5592636660235,"APR","IDW",1,"APR"
"33",28.14,27.1932633470684,"MAY","IDW",1,"MAY"
"34",20,24.75788965495,"MAY","IDW",1,"MAY"
"35",24.6533333333333,20.3935233340634,"MAY","IDW",1,"MAY"
"36",17.2,14.7933102582665,"MAY","IDW",1,"MAY"
"37",19.8766666666667,19.5843780190589,"MAY","IDW",1,"MAY"
"38",27.1666666666667,21.4887192323592,"MAY","IDW",1,"MAY"
"39",27.8833333333333,27.7413852673447,"MAY","IDW",1,"MAY"
"40",22.2866666666667,27.2063027260588,"MAY","IDW",1,"MAY"
"41",26.5333333333333,26.0903282949806,"JUN","IDW",1,"JUN"
"42",19.6833333333333,24.1071172832989,"JUN","IDW",1,"JUN"
"43",24.5233333333333,20.0316043186731,"JUN","IDW",1,"JUN"
"44",17.5,14.3651985102394,"JUN","IDW",1,"JUN"
"45",19.4133333333333,19.1723204758864,"JUN","IDW",1,"JUN"
"46",26.8833333333333,23.5567586828024,"JUN","IDW",1,"JUN"
"47",27.4566666666667,27.319070611329,"JUN","IDW",1,"JUN"
"48",22.0133333333333,26.8373451845004,"JUN","IDW",1,"JUN"
"49",27.18,26.2610045605886,"JUL","IDW",1,"JUL"
"50",19.45,24.1024599221744,"JUL","IDW",1,"JUL"
"51",24.09,19.8105095669507,"JUL","IDW",1,"JUL"
"52",17.4166666666667,14.0196168948608,"JUL","IDW",1,"JUL"
"53",19.4833333333333,18.9858436006318,"JUL","IDW",1,"JUL"
"54",26.25,23.310155579352,"JUL","IDW",1,"JUL"
"55",27.3766666666667,27.3267306316072,"JUL","IDW",1,"JUL"
"56",21.9233333333333,26.7302765225276,"JUL","IDW",1,"JUL"
"57",27.3166666666667,26.3036692247539,"AUG","IDW",1,"AUG"
"58",19.5166666666667,24.0801473120174,"AUG","IDW",1,"AUG"
"59",23.9366666666667,19.9471545436429,"AUG","IDW",1,"AUG"
"60",17.2833333333333,14.10404740138,"AUG","IDW",1,"AUG"
"61",19.3833333333333,19.0754485199565,"AUG","IDW",1,"AUG"
"62",26.1833333333333,24.3247134265492,"AUG","IDW",1,"AUG"
"63",27.1533333333333,27.019236191987,"AUG","IDW",1,"AUG"
"64",21.8233333333333,26.3350044186146,"AUG","IDW",1,"AUG"
"65",26.81,25.8796737790107,"SEP","IDW",1,"SEP"
"66",19.1333333333333,23.8225830684799,"SEP","IDW",1,"SEP"
"67",24.1833333333333,19.6669980277199,"SEP","IDW",1,"SEP"
"68",17.3833333333333,13.9994809540278,"SEP","IDW",1,"SEP"
"69",19.37,16.9153069016093,"SEP","IDW",1,"SEP"
"70",26.3666666666667,23.349992677109,"SEP","IDW",1,"SEP"
"71",27.1666666666667,27.0249137574987,"SEP","IDW",1,"SEP"
"72",21.6733333333333,26.6850394380589,"SEP","IDW",1,"SEP"
"73",26.36,25.917845398396,"OCT","IDW",1,"OCT"
"74",18.9,23.7951232681162,"OCT","IDW",1,"OCT"
"75",24.36,19.8228390808984,"OCT","IDW",1,"OCT"
"76",17.1666666666667,14.2929758722872,"OCT","IDW",1,"OCT"
"77",19.5333333333333,19.0132308594146,"OCT","IDW",1,"OCT"
"78",26.3833333333333,23.3147246893098,"OCT","IDW",1,"OCT"
"79",26.96,26.8211738161274,"OCT","IDW",1,"OCT"
"80",21.5,26.4662362034082,"OCT","IDW",1,"OCT"
"81",26.55,25.8167207160994,"NOV","IDW",1,"NOV"
"82",18.6,23.6422100647149,"NOV","IDW",1,"NOV"
"83",24.1033333333333,19.4590340478378,"NOV","IDW",1,"NOV"
"84",16.6,13.9000118786558,"NOV","IDW",1,"NOV"
"85",18.7166666666667,18.5094651485125,"NOV","IDW",1,"NOV"
"86",26.2333333333333,22.9995049094668,"NOV","IDW",1,"NOV"
"87",27.0633333333333,26.9217023721901,"NOV","IDW",1,"NOV"
"88",21.5233333333333,26.4620654456611,"NOV","IDW",1,"NOV"
"89",26.725,25.478471798871,"DIC","IDW",1,"DIC"
"90",18.2,23.2768789563053,"DIC","IDW",1,"DIC"
"91",23.0925,18.7463925157871,"DIC","IDW",1,"DIC"
"92",16.0375,13.2047386884063,"DIC","IDW",1,"DIC"
"93",18.29,17.4362231787193,"DIC","IDW",1,"DIC"
"94",25.5625,22.4394586839353,"DIC","IDW",1,"DIC"
"95",27.28,27.1250453994708,"DIC","IDW",1,"DIC"
"96",21.555,26.6512245704182,"DIC","IDW",1,"DIC"
"97",26.86,25.8552951812744,"JAN","cubist",1,"JAN"
"98",18,18.1724491119385,"JAN","cubist",1,"JAN"
"99",22.66,23.5854263305664,"JAN","cubist",1,"JAN"
"100",15.6216666666667,15.9678049087524,"JAN","cubist",1,"JAN"
"101",17.3366666666667,18.2715034484863,"JAN","cubist",1,"JAN"
"102",24.9333333333333,25.048267364502,"JAN","cubist",1,"JAN"
"103",27.4333333333333,27.5793628692627,"JAN","cubist",1,"JAN"
"104",21.7333333333333,22.4841823577881,"JAN","cubist",1,"JAN"
"105",26.8866666666667,25.8844299316406,"FEB","cubist",1,"FEB"
"106",18.35,18.3607311248779,"FEB","cubist",1,"FEB"
"107",22.79,23.5779247283936,"FEB","cubist",1,"FEB"
"108",15.8,15.5712547302246,"FEB","cubist",1,"FEB"
"109",17.9333333333333,18.2028369903564,"FEB","cubist",1,"FEB"
"110",25.3,24.9595184326172,"FEB","cubist",1,"FEB"
"111",27.83,27.9863567352295,"FEB","cubist",1,"FEB"
"112",22.06,22.7083511352539,"FEB","cubist",1,"FEB"
"113",28.3733333333333,27.666072845459,"MAR","cubist",1,"MAR"
"114",19.0833333333333,19.3932151794434,"MAR","cubist",1,"MAR"
"115",23.7433333333333,24.3237724304199,"MAR","cubist",1,"MAR"
"116",16.2333333333333,16.5619564056396,"MAR","cubist",1,"MAR"
"117",18.69,19.285364151001,"MAR","cubist",1,"MAR"
"118",22.4833333333333,25.4294776916504,"MAR","cubist",1,"MAR"
"119",28.3,28.4452991485596,"MAR","cubist",1,"MAR"
"120",22.5666666666667,23.0572967529297,"MAR","cubist",1,"MAR"
"121",29.07,28.6488876342773,"APR","cubist",1,"APR"
"122",19.7333333333333,20.0541934967041,"APR","cubist",1,"APR"
"123",24.0966666666667,24.8583965301514,"APR","cubist",1,"APR"
"124",16.75,17.4465389251709,"APR","cubist",1,"APR"
"125",19.9066666666667,19.8387317657471,"APR","cubist",1,"APR"
"126",26.5333333333333,25.756139755249,"APR","cubist",1,"APR"
"127",28.3066666666667,28.4296722412109,"APR","cubist",1,"APR"
"128",22.6566666666667,23.7001667022705,"APR","cubist",1,"APR"
"129",28.14,27.4429340362549,"MAY","cubist",1,"MAY"
"130",20,20.0984420776367,"MAY","cubist",1,"MAY"
"131",24.6533333333333,25.4710998535156,"MAY","cubist",1,"MAY"
"132",17.2,18.5759353637695,"MAY","cubist",1,"MAY"
"133",19.8766666666667,20.2803630828857,"MAY","cubist",1,"MAY"
"134",27.1666666666667,24.9009685516357,"MAY","cubist",1,"MAY"
"135",27.8833333333333,27.97829246521,"MAY","cubist",1,"MAY"
"136",22.2866666666667,23.0712394714355,"MAY","cubist",1,"MAY"
"137",26.5333333333333,26.581262588501,"JUN","cubist",1,"JUN"
"138",19.6833333333333,19.5202693939209,"JUN","cubist",1,"JUN"
"139",24.5233333333333,25.3693389892578,"JUN","cubist",1,"JUN"
"140",17.5,18.2264003753662,"JUN","cubist",1,"JUN"
"141",19.4133333333333,19.8692092895508,"JUN","cubist",1,"JUN"
"142",26.8833333333333,26.4457817077637,"JUN","cubist",1,"JUN"
"143",27.4566666666667,27.5522804260254,"JUN","cubist",1,"JUN"
"144",22.0133333333333,22.8201236724854,"JUN","cubist",1,"JUN"
"145",27.18,26.7586479187012,"JUL","cubist",1,"JUL"
"146",19.45,19.5409870147705,"JUL","cubist",1,"JUL"
"147",24.09,25.0700225830078,"JUL","cubist",1,"JUL"
"148",17.4166666666667,17.9803123474121,"JUL","cubist",1,"JUL"
"149",19.4833333333333,19.7395725250244,"JUL","cubist",1,"JUL"
"150",26.25,26.1824111938477,"JUL","cubist",1,"JUL"
"151",27.3766666666667,27.9355278015137,"JUL","cubist",1,"JUL"
"152",21.9233333333333,22.6127033233643,"JUL","cubist",1,"JUL"
"153",27.3166666666667,26.6400547027588,"AUG","cubist",1,"AUG"
"154",19.5166666666667,19.519983291626,"AUG","cubist",1,"AUG"
"155",23.9366666666667,25.0467433929443,"AUG","cubist",1,"AUG"
"156",17.2833333333333,18.1216621398926,"AUG","cubist",1,"AUG"
"157",19.3833333333333,19.7397747039795,"AUG","cubist",1,"AUG"
"158",26.1833333333333,26.0523357391357,"AUG","cubist",1,"AUG"
"159",27.1533333333333,27.2403144836426,"AUG","cubist",1,"AUG"
"160",21.8233333333333,23.3713626861572,"AUG","cubist",1,"AUG"
"161",26.81,26.2526168823242,"SEP","cubist",1,"SEP"
"162",19.1333333333333,18.8324851989746,"SEP","cubist",1,"SEP"
"163",24.1833333333333,25.2675189971924,"SEP","cubist",1,"SEP"
"164",17.3833333333333,16.9330406188965,"SEP","cubist",1,"SEP"
"165",19.37,19.0094337463379,"SEP","cubist",1,"SEP"
"166",26.3666666666667,26.4116859436035,"SEP","cubist",1,"SEP"
"167",27.1666666666667,27.2586784362793,"SEP","cubist",1,"SEP"
"168",21.6733333333333,22.6366386413574,"SEP","cubist",1,"SEP"
"169",26.36,26.1160011291504,"OCT","cubist",1,"OCT"
"170",18.9,19.1130046844482,"OCT","cubist",1,"OCT"
"171",24.36,25.073522567749,"OCT","cubist",1,"OCT"
"172",17.1666666666667,18.0999584197998,"OCT","cubist",1,"OCT"
"173",19.5333333333333,19.6383991241455,"OCT","cubist",1,"OCT"
"174",26.3833333333333,26.2775249481201,"OCT","cubist",1,"OCT"
"175",26.96,27.0478744506836,"OCT","cubist",1,"OCT"
"176",21.5,22.5331401824951,"OCT","cubist",1,"OCT"
"177",26.55,25.9659671783447,"NOV","cubist",1,"NOV"
"178",18.6,18.8294467926025,"NOV","cubist",1,"NOV"
"179",24.1033333333333,24.5835094451904,"NOV","cubist",1,"NOV"
"180",16.6,17.5008106231689,"NOV","cubist",1,"NOV"
"181",18.7166666666667,19.2569389343262,"NOV","cubist",1,"NOV"
"182",26.2333333333333,25.9453525543213,"NOV","cubist",1,"NOV"
"183",27.0633333333333,27.1688594818115,"NOV","cubist",1,"NOV"
"184",21.5233333333333,22.4969844818115,"NOV","cubist",1,"NOV"
"185",26.725,25.7334537506104,"DIC","cubist",1,"DIC"
"186",18.2,18.164722442627,"DIC","cubist",1,"DIC"
"187",23.0925,23.8403186798096,"DIC","cubist",1,"DIC"
"188",16.0375,16.1658039093018,"DIC","cubist",1,"DIC"
"189",18.29,18.4385566711426,"DIC","cubist",1,"DIC"
"190",25.5625,25.346227645874,"DIC","cubist",1,"DIC"
"191",27.28,27.4116382598877,"DIC","cubist",1,"DIC"
"192",21.555,22.5148410797119,"DIC","cubist",1,"DIC"
"193",26.86,24.7501219230644,"JAN","OK",1,"JAN"
"194",18,22.2798504216845,"JAN","OK",1,"JAN"
"195",22.66,19.5866020184421,"JAN","OK",1,"JAN"
"196",15.6216666666667,12.6197397686354,"JAN","OK",1,"JAN"
"197",17.3366666666667,18.70178652312,"JAN","OK",1,"JAN"
"198",24.9333333333333,24.0153440764291,"JAN","OK",1,"JAN"
"199",27.4333333333333,27.8242157623288,"JAN","OK",1,"JAN"
"200",21.7333333333333,26.1221703349971,"JAN","OK",1,"JAN"
"201",26.8866666666667,25.2437168555828,"FEB","OK",1,"FEB"
"202",18.35,23.1789804650191,"FEB","OK",1,"FEB"
"203",22.79,17.6070878914713,"FEB","OK",1,"FEB"
"204",15.8,12.7422613567394,"FEB","OK",1,"FEB"
"205",17.9333333333333,19.2182105814859,"FEB","OK",1,"FEB"
"206",25.3,24.0432626593145,"FEB","OK",1,"FEB"
"207",27.83,28.2848817992775,"FEB","OK",1,"FEB"
"208",22.06,26.0098048029768,"FEB","OK",1,"FEB"
"209",28.3733333333333,26.2893355503395,"MAR","OK",1,"MAR"
"210",19.0833333333333,23.5472248990218,"MAR","OK",1,"MAR"
"211",23.7433333333333,20.6973171501994,"MAR","OK",1,"MAR"
"212",16.2333333333333,13.6933163121744,"MAR","OK",1,"MAR"
"213",18.69,19.7719176539112,"MAR","OK",1,"MAR"
"214",22.4833333333333,25.0514735881709,"MAR","OK",1,"MAR"
"215",28.3,28.7295040822988,"MAR","OK",1,"MAR"
"216",22.5666666666667,27.034320407808,"MAR","OK",1,"MAR"
"217",29.07,26.9131598263218,"APR","OK",1,"APR"
"218",19.7333333333333,24.039566493133,"APR","OK",1,"APR"
"219",24.0966666666667,21.0442286148095,"APR","OK",1,"APR"
"220",16.75,13.9416228598033,"APR","OK",1,"APR"
"221",19.9066666666667,20.3722304896319,"APR","OK",1,"APR"
"222",26.5333333333333,25.6019308710864,"APR","OK",1,"APR"
"223",28.3066666666667,28.6524443021761,"APR","OK",1,"APR"
"224",22.6566666666667,27.1524418869534,"APR","OK",1,"APR"
"225",28.14,26.6192671808062,"MAY","OK",1,"MAY"
"226",20,24.3030980758147,"MAY","OK",1,"MAY"
"227",24.6533333333333,20.7468864081119,"MAY","OK",1,"MAY"
"228",17.2,14.155248960631,"MAY","OK",1,"MAY"
"229",19.8766666666667,20.9093593206558,"MAY","OK",1,"MAY"
"230",27.1666666666667,23.1826175287711,"MAY","OK",1,"MAY"
"231",27.8833333333333,28.1770400725593,"MAY","OK",1,"MAY"
"232",22.2866666666667,26.6160327706405,"MAY","OK",1,"MAY"
"233",26.5333333333333,25.5562640084844,"JUN","OK",1,"JUN"
"234",19.6833333333333,23.7402883138091,"JUN","OK",1,"JUN"
"235",24.5233333333333,20.5327674209458,"JUN","OK",1,"JUN"
"236",17.5,13.7649470562795,"JUN","OK",1,"JUN"
"237",19.4133333333333,20.5310754419832,"JUN","OK",1,"JUN"
"238",26.8833333333333,25.2920582344775,"JUN","OK",1,"JUN"
"239",27.4566666666667,27.7533862777363,"JUN","OK",1,"JUN"
"240",22.0133333333333,26.3495894300635,"JUN","OK",1,"JUN"
"241",27.18,25.7110468953546,"JUL","OK",1,"JUL"
"242",19.45,23.5768858389836,"JUL","OK",1,"JUL"
"243",24.09,20.0296307479073,"JUL","OK",1,"JUL"
"244",17.4166666666667,13.3010794483501,"JUL","OK",1,"JUL"
"245",19.4833333333333,20.3306455487471,"JUL","OK",1,"JUL"
"246",26.25,25.1277368494378,"JUL","OK",1,"JUL"
"247",27.3766666666667,27.9703960830516,"JUL","OK",1,"JUL"
"248",21.9233333333333,26.2592162986876,"JUL","OK",1,"JUL"
"249",27.3166666666667,25.794224756858,"AUG","OK",1,"AUG"
"250",19.5166666666667,23.7587506743975,"AUG","OK",1,"AUG"
"251",23.9366666666667,19.4051651240472,"AUG","OK",1,"AUG"
"252",17.2833333333333,13.2953932895501,"AUG","OK",1,"AUG"
"253",19.3833333333333,20.2183234197454,"AUG","OK",1,"AUG"
"254",26.1833333333333,26.1997589091644,"AUG","OK",1,"AUG"
"255",27.1533333333333,27.4332164535393,"AUG","OK",1,"AUG"
"256",21.8233333333333,26.0314185389131,"AUG","OK",1,"AUG"
"257",26.81,25.4709286120367,"SEP","OK",1,"SEP"
"258",19.1333333333333,23.4688265013782,"SEP","OK",1,"SEP"
"259",24.1833333333333,21.7892453656276,"SEP","OK",1,"SEP"
"260",17.3833333333333,14.4390921548491,"SEP","OK",1,"SEP"
"261",19.37,17.9854027947937,"SEP","OK",1,"SEP"
"262",26.3666666666667,24.8529268267188,"SEP","OK",1,"SEP"
"263",27.1666666666667,27.5828879079753,"SEP","OK",1,"SEP"
"264",21.6733333333333,26.3739510402325,"SEP","OK",1,"SEP"
"265",26.36,25.4649522733214,"OCT","OK",1,"OCT"
"266",18.9,23.5041559897518,"OCT","OK",1,"OCT"
"267",24.36,20.5001161433683,"OCT","OK",1,"OCT"
"268",17.1666666666667,13.7474030051853,"OCT","OK",1,"OCT"
"269",19.5333333333333,20.3120118860975,"OCT","OK",1,"OCT"
"270",26.3833333333333,24.9249198641363,"OCT","OK",1,"OCT"
"271",26.96,27.3130379367122,"OCT","OK",1,"OCT"
"272",21.5,26.024838853211,"OCT","OK",1,"OCT"
"273",26.55,25.3455050146867,"NOV","OK",1,"NOV"
"274",18.6,23.2362866774515,"NOV","OK",1,"NOV"
"275",24.1033333333333,20.2008850780625,"NOV","OK",1,"NOV"
"276",16.6,13.411693074201,"NOV","OK",1,"NOV"
"277",18.7166666666667,19.8536060384252,"NOV","OK",1,"NOV"
"278",26.2333333333333,24.6371534717962,"NOV","OK",1,"NOV"
"279",27.0633333333333,27.4251839466615,"NOV","OK",1,"NOV"
"280",21.5233333333333,25.9261118497626,"NOV","OK",1,"NOV"
"281",26.725,24.9358260114514,"DIC","OK",1,"DIC"
"282",18.2,22.6405741196176,"DIC","OK",1,"DIC"
"283",23.0925,19.5851702642824,"DIC","OK",1,"DIC"
"284",16.0375,12.8067567346429,"DIC","OK",1,"DIC"
"285",18.29,19.0148581526586,"DIC","OK",1,"DIC"
"286",25.5625,24.1892831793544,"DIC","OK",1,"DIC"
"287",27.28,27.6423988748067,"DIC","OK",1,"DIC"
"288",21.555,25.9785754991122,"DIC","OK",1,"DIC"
"289",26.86,25.634204677411,"JAN","KED",1,"JAN"
"290",18,17.7522591591845,"JAN","KED",1,"JAN"
"291",22.66,24.2999625755626,"JAN","KED",1,"JAN"
"292",15.6216666666667,14.9343762504523,"JAN","KED",1,"JAN"
"293",17.3366666666667,17.9184223518626,"JAN","KED",1,"JAN"
"294",24.9333333333333,25.4027305211457,"JAN","KED",1,"JAN"
"295",27.4333333333333,27.4138211146669,"JAN","KED",1,"JAN"
"296",21.7333333333333,21.8687829579976,"JAN","KED",1,"JAN"
"297",26.8866666666667,26.4015638738828,"FEB","KED",1,"FEB"
"298",18.35,17.1631028930806,"FEB","KED",1,"FEB"
"299",22.79,26.0472204113635,"FEB","KED",1,"FEB"
"300",15.8,17.1495510720238,"FEB","KED",1,"FEB"
"301",17.9333333333333,17.9958315920419,"FEB","KED",1,"FEB"
"302",25.3,26.2627006716014,"FEB","KED",1,"FEB"
"303",27.83,27.6634386694068,"FEB","KED",1,"FEB"
"304",22.06,20.9976961212998,"FEB","KED",1,"FEB"
"305",28.3733333333333,27.2570468458724,"MAR","KED",1,"MAR"
"306",19.0833333333333,18.798652673551,"MAR","KED",1,"MAR"
"307",23.7433333333333,25.5816562077481,"MAR","KED",1,"MAR"
"308",16.2333333333333,16.2250168129237,"MAR","KED",1,"MAR"
"309",18.69,19.0196613663468,"MAR","KED",1,"MAR"
"310",22.4833333333333,26.3012650687959,"MAR","KED",1,"MAR"
"311",28.3,28.2616022997731,"MAR","KED",1,"MAR"
"312",22.5666666666667,22.6177466718244,"MAR","KED",1,"MAR"
"313",29.07,27.8879679742398,"APR","KED",1,"APR"
"314",19.7333333333333,19.0538839400648,"APR","KED",1,"APR"
"315",24.0966666666667,26.0493319175738,"APR","KED",1,"APR"
"316",16.75,16.3956735944551,"APR","KED",1,"APR"
"317",19.9066666666667,19.6187873185857,"APR","KED",1,"APR"
"318",26.5333333333333,26.6257653666291,"APR","KED",1,"APR"
"319",28.3066666666667,28.1436016387226,"APR","KED",1,"APR"
"320",22.6566666666667,22.6364865371093,"APR","KED",1,"APR"
"321",28.14,27.3981734546483,"MAY","KED",1,"MAY"
"322",20,19.5441639253741,"MAY","KED",1,"MAY"
"323",24.6533333333333,25.8947865200744,"MAY","KED",1,"MAY"
"324",17.2,17.2197926275002,"MAY","KED",1,"MAY"
"325",19.8766666666667,20.1326808640479,"MAY","KED",1,"MAY"
"326",27.1666666666667,22.7458635215481,"MAY","KED",1,"MAY"
"327",27.8833333333333,27.8231712550228,"MAY","KED",1,"MAY"
"328",22.2866666666667,21.6379266501329,"MAY","KED",1,"MAY"
"329",26.5333333333333,26.578351891256,"JUN","KED",1,"JUN"
"330",19.6833333333333,18.9387868137655,"JUN","KED",1,"JUN"
"331",24.5233333333333,25.831580975234,"JUN","KED",1,"JUN"
"332",17.5,16.4001992030377,"JUN","KED",1,"JUN"
"333",19.4133333333333,19.6539524903361,"JUN","KED",1,"JUN"
"334",26.8833333333333,26.7608236456937,"JUN","KED",1,"JUN"
"335",27.4566666666667,27.2679654545558,"JUN","KED",1,"JUN"
"336",22.0133333333333,21.8085068254792,"JUN","KED",1,"JUN"
"337",27.18,26.6518950376803,"JUL","KED",1,"JUL"
"338",19.45,18.6550159691534,"JUL","KED",1,"JUL"
"339",24.09,25.4226598687377,"JUL","KED",1,"JUL"
"340",17.4166666666667,16.3420614617546,"JUL","KED",1,"JUL"
"341",19.4833333333333,19.5520691800139,"JUL","KED",1,"JUL"
"342",26.25,26.4297777149109,"JUL","KED",1,"JUL"
"343",27.3766666666667,27.5689550680797,"JUL","KED",1,"JUL"
"344",21.9233333333333,21.8945495534155,"JUL","KED",1,"JUL"
"345",27.3166666666667,26.669780393316,"AUG","KED",1,"AUG"
"346",19.5166666666667,19.0473483834363,"AUG","KED",1,"AUG"
"347",23.9366666666667,25.0243502550989,"AUG","KED",1,"AUG"
"348",17.2833333333333,14.9659971782029,"AUG","KED",1,"AUG"
"349",19.3833333333333,20.0274200806239,"AUG","KED",1,"AUG"
"350",26.1833333333333,27.4334438579893,"AUG","KED",1,"AUG"
"351",27.1533333333333,27.1010499639428,"AUG","KED",1,"AUG"
"352",21.8233333333333,22.1460114727556,"AUG","KED",1,"AUG"
"353",26.81,26.2955333112574,"SEP","KED",1,"SEP"
"354",19.1333333333333,18.6003511168662,"SEP","KED",1,"SEP"
"355",24.1833333333333,25.3874748943264,"SEP","KED",1,"SEP"
"356",17.3833333333333,16.4425883644651,"SEP","KED",1,"SEP"
"357",19.37,19.1132645131761,"SEP","KED",1,"SEP"
"358",26.3666666666667,26.3723050516511,"SEP","KED",1,"SEP"
"359",27.1666666666667,26.8464594774966,"SEP","KED",1,"SEP"
"360",21.6733333333333,21.794787847073,"SEP","KED",1,"SEP"
"361",26.36,26.2431421227594,"OCT","KED",1,"OCT"
"362",18.9,18.5852071209755,"OCT","KED",1,"OCT"
"363",24.36,25.3983762753946,"OCT","KED",1,"OCT"
"364",17.1666666666667,16.2914986260513,"OCT","KED",1,"OCT"
"365",19.5333333333333,19.4400240271642,"OCT","KED",1,"OCT"
"366",26.3833333333333,26.3168844088214,"OCT","KED",1,"OCT"
"367",26.96,26.7658107566131,"OCT","KED",1,"OCT"
"368",21.5,21.4217763565584,"OCT","KED",1,"OCT"
"369",26.55,26.2144200009215,"NOV","KED",1,"NOV"
"370",18.6,18.4216016758357,"NOV","KED",1,"NOV"
"371",24.1033333333333,25.0716062199242,"NOV","KED",1,"NOV"
"372",16.6,15.8932464268067,"NOV","KED",1,"NOV"
"373",18.7166666666667,19.0208628056317,"NOV","KED",1,"NOV"
"374",26.2333333333333,26.0265133922656,"NOV","KED",1,"NOV"
"375",27.0633333333333,26.9411120533385,"NOV","KED",1,"NOV"
"376",21.5233333333333,21.4956928076873,"NOV","KED",1,"NOV"
"377",26.725,25.8959384835817,"DIC","KED",1,"DIC"
"378",18.2,17.8449635316015,"DIC","KED",1,"DIC"
"379",23.0925,24.5787052696527,"DIC","KED",1,"DIC"
"380",16.0375,15.235445035671,"DIC","KED",1,"DIC"
"381",18.29,18.2274876965225,"DIC","KED",1,"DIC"
"382",25.5625,25.5304881528192,"DIC","KED",1,"DIC"
"383",27.28,27.2325807763528,"DIC","KED",1,"DIC"
"384",21.555,21.7579025074028,"DIC","KED",1,"DIC"
"385",26.86,25.4381821111111,"JAN","RF",1,"JAN"
"386",18,18.7790579777778,"JAN","RF",1,"JAN"
"387",22.66,24.2232365555556,"JAN","RF",1,"JAN"
"388",15.6216666666667,16.6245927111111,"JAN","RF",1,"JAN"
"389",17.3366666666667,18.1742930444445,"JAN","RF",1,"JAN"
"390",24.9333333333333,25.9698983888889,"JAN","RF",1,"JAN"
"391",27.4333333333333,27.3379198888888,"JAN","RF",1,"JAN"
"392",21.7333333333333,22.5186822444444,"JAN","RF",1,"JAN"
"393",26.8866666666667,25.7065568888889,"FEB","RF",1,"FEB"
"394",18.35,18.7984485555556,"FEB","RF",1,"FEB"
"395",22.79,24.3470973333334,"FEB","RF",1,"FEB"
"396",15.8,16.1383194444445,"FEB","RF",1,"FEB"
"397",17.9333333333333,18.2795016666667,"FEB","RF",1,"FEB"
"398",25.3,26.3944555555556,"FEB","RF",1,"FEB"
"399",27.83,27.5672675555555,"FEB","RF",1,"FEB"
"400",22.06,22.4572955555555,"FEB","RF",1,"FEB"
"401",28.3733333333333,27.0393905888889,"MAR","RF",1,"MAR"
"402",19.0833333333333,19.5712351111111,"MAR","RF",1,"MAR"
"403",23.7433333333333,25.2855140888889,"MAR","RF",1,"MAR"
"404",16.2333333333333,17.0162872222222,"MAR","RF",1,"MAR"
"405",18.69,19.1852301111111,"MAR","RF",1,"MAR"
"406",22.4833333333333,26.9331835555556,"MAR","RF",1,"MAR"
"407",28.3,28.208713,"MAR","RF",1,"MAR"
"408",22.5666666666667,23.3841956666667,"MAR","RF",1,"MAR"
"409",29.07,27.3990135555555,"APR","RF",1,"APR"
"410",19.7333333333333,20.5410261111111,"APR","RF",1,"APR"
"411",24.0966666666667,25.3389053333333,"APR","RF",1,"APR"
"412",16.75,18.0538796666667,"APR","RF",1,"APR"
"413",19.9066666666667,19.6379684444445,"APR","RF",1,"APR"
"414",26.5333333333333,26.9386591111111,"APR","RF",1,"APR"
"415",28.3066666666667,28.2522143333333,"APR","RF",1,"APR"
"416",22.6566666666667,23.5900228888889,"APR","RF",1,"APR"
