X	Y	SLOPE	ALOS_FILL	ASPECT	TOPOGRAPHIC	LS_FACTOR	DIRECT_INSO	CONVEXITY	WIND_EXPOSI	BUFFER	TEMP	COAST	PREC	MONTH
481717.5132	1083629.565	0.123	1032.62	4.05	11.52	4.21	6.86	47.27	0.95	444.75	20.75	45880.00	301.91	JUN
483555.7222	1105747.986	0.027	1076.65	4.40	12.93	0.54	6.96	44.57	0.99	485.81	21.71	65460.00	294.46	JUN
479921.1923	1140772.626	0.049	453.24	1.29	10.97	0.90	6.64	44.89	1.02	193.84	24.06	81345.00	374.06	JUN
423258.3138	1105825.655	0.082	160.71	3.31	10.86	1.89	6.71	40.27	1.00	260.40	25.97	19925.00	292.83	JUN
611835.7466	976871.4804	0.053	940.41	5.95	9.18	0.79	6.78	47.72	1.09	362.06	22.01	62241.00	401.32	JUN
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	13.87	71113.00	194.83	JUN
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	27.65	29411.00	280.50	JUN
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	22.38	58592.00	264.86	JUN
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	26.99	65192.00	282.18	JUN
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	23.66	69635.00	284.18	JUN
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	17.78	67624.00	352.18	JUN
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	20.41	64257.00	350.85	JUN
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	23.02	62626.00	240.59	JUN
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	23.88	47170.00	265.62	JUN
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	26.42	76295.00	295.54	JUN
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	11.38	43932.00	334.67	JUN
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	25.38	38897.00	383.30	JUN
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	17.58	53907.00	260.42	JUN
505483.0883	1094685.022	0.080	1604.23	4.24	10.81	1.84	7.20	46.75	1.07	440.50	19.17	64257.00	154.04	JUL
457973.3436	1103925.343	0.019	658.44	1.01	14.83	0.46	6.74	45.67	0.91	286.04	23.60	41593.00	202.78	JUL
457988.3964	1116828.597	0.047	1059.44	3.13	12.35	1.12	7.03	46.70	1.01	181.12	21.79	48918.00	270.13	JUL
545567.7398	1190568.004	0.002	1.36	1.99	20.73	0.04	6.48	21.66	0.96	606.31	26.40	4472.00	631.20	JUL
489018.6939	1043075.398	0.010	41.87	3.45	14.47	0.16	6.52	35.58	0.95	390.44	27.35	10296.00	416.52	JUL
381383.6709	1152029.561	0.041	108.98	4.95	13.09	1.04	6.50	44.51	0.95	546.66	27.18	68029.00	141.51	JUL
617455.0761	934487.5977	0.004	25.66	2.46	15.57	0.04	6.49	33.11	0.92	567.34	27.25	25807.00	359.16	JUL
549425.7955	1035732.561	0.232	1573.74	3.86	11.33	8.83	6.94	48.08	1.03	346.94	18.37	42638.00	308.88	JUL
483531.2057	1050450.269	0.054	69.71	3.10	11.78	1.14	6.62	39.06	0.95	659.94	27.38	15232.00	425.19	JUL
452543.1489	1142642.379	0.059	579.65	5.33	12.45	1.61	6.63	41.11	1.03	529.91	23.01	65765.00	512.59	JUL
362954.2147	1106003.872	0.101	173.93	4.79	9.34	1.79	6.45	36.90	1.07	375.77	26.76	25495.00	241.61	JUL
500000	1103900.97	0.060	1450.11	4.77	11.54	1.39	7.08	47.14	1.05	239.15	20.02	70838.00	237.18	JUL
611905.1541	951063.5427	0.000	21.00	3.14	16.15	0.00	6.49	31.28	0.89	470.64	27.36	37947.00	440.55	JUL
551142.0996	1118683.826	0.023	91.43	1.55	11.32	0.36	6.52	41.76	0.97	110.45	25.72	35511.00	591.18	JUL
503656.127	1087311.737	0.041	1398.80	0.33	14.02	0.89	6.99	43.79	0.95	741.29	19.48	57385.00	193.40	JUL
470767.1511	1107599.36	0.024	862.99	2.60	11.95	0.42	6.89	48.93	0.98	422.81	22.88	55036.00	210.48	JUL
326635.8516	1154103.987	0.002	19.87	0.83	15.75	0.03	6.48	31.23	0.89	717.87	27.25	26833.00	166.57	JUL
611561.8128	1072732.314	0.000	56.00	6.28	16.95	0.00	6.51	39.89	0.86	483.02	26.25	17493.00	276.18	JUL
554986.6794	985972.0955	0.000	15.40	4.82	14.89	0.00	6.50	34.56	0.91	318.40	27.36	19000.00	349.46	JUL
467065.4953	1054147.444	0.000	27.92	2.97	15.13	0.00	6.50	34.53	0.95	424.44	27.32	12530.00	354.68	JUL
589877.5946	956540.8174	0.162	84.59	3.80	10.84	4.82	6.60	34.11	0.91	372.68	27.22	35468.00	453.92	JUL
330573.4391	1211249.595	0.017	313.92	4.75	13.12	0.27	6.62	44.08	1.06	837.83	24.59	17720.00	220.20	JUL
430497.7417	1068943.548	0.080	102.61	4.75	11.52	2.06	6.46	29.64	0.97	576.01	27.33	8544.00	292.40	JUL
516445.1151	1103904.702	0.262	3085.33	3.77	7.90	6.01	6.95	54.50	1.31	499.31	7.36	70093.00	176.89	JUL
478074.2779	1105750.893	0.028	936.38	3.73	12.59	0.54	6.93	45.43	0.96	22.56	22.99	60745.00	189.13	JUL
461633.7513	1109451.224	0.044	770.80	3.84	13.46	1.43	6.88	47.26	0.96	655.11	23.26	48021.00	236.93	JUL
567584.6406	1116867.735	0.008	19.40	1.23	14.20	0.11	6.48	38.32	0.92	590.29	25.33	25807.00	386.00	JUL
458023.4529	1146322.092	0.106	499.75	2.73	11.06	2.95	6.46	39.93	1.04	454.81	24.43	72201.00	459.92	JUL
516455.0546	1081785.443	0.088	1088.26	2.20	14.43	4.25	6.88	49.39	0.82	415.20	20.15	57245.00	273.63	JUL
386699.9804	1102234.538	0.000	0.00	1.65	17.75	0.00	6.48	22.61	0.88	768.30	27.06	24166.00	226.29	JUL
332201.8504	1172516.583	0.006	82.74	5.46	15.21	0.10	6.51	42.93	0.97	323.75	27.62	21587.00	159.06	JUL
604151.4948	1105894.194	0.018	56.45	4.60	10.82	0.28	6.47	18.06	1.10	224.98	26.05	2828.00	401.49	JUL
490848.0357	1039388.483	0.000	16.15	2.47	14.05	0.00	6.50	31.60	0.91	530.53	27.35	8544.00	432.51	JUL
443343.5606	1096571.872	0.013	252.63	4.90	10.73	0.12	6.59	47.14	0.98	400.66	26.05	25060.00	284.08	JUL
525562.8992	1129716.256	0.023	229.74	0.36	12.87	0.44	6.54	42.78	1.02	495.62	24.09	47854.00	454.43	JUL
448884.4883	1137117.411	0.066	701.70	5.18	12.95	2.18	6.63	44.19	0.99	535.01	20.70	59059.00	342.03	JUL
461685.8481	1157378.035	0.010	103.24	6.16	13.86	0.16	6.51	39.03	0.93	667.93	26.57	83726.00	411.87	JUL
408734.6134	1142729.245	0.065	1454.88	4.14	9.85	1.22	7.17	50.20	1.25	349.18	19.45	53000.00	289.12	JUL
562155.1161	1087364.049	0.040	1171.39	2.83	9.77	0.59	6.98	48.60	1.12	428.79	19.61	47170.00	283.05	JUL
341096.2485	1122688.224	0.008	123.21	3.78	16.05	0.15	6.55	37.30	0.91	61.59	27.35	31765.00	238.83	JUL
520103.6723	1096533.418	0.171	1830.46	2.52	10.52	5.38	7.43	52.79	1.10	221.47	17.42	72139.00	229.20	JUL
452501.2122	1111305.437	0.011	1013.20	1.73	14.06	0.16	6.92	45.85	1.03	744.03	21.92	41110.00	217.01	JUL
558647.2275	989663.7056	0.015	49.42	4.66	13.31	0.43	6.50	38.32	0.93	485.25	27.40	23000.00	356.09	JUL
514624.5197	1087314.461	0.035	1309.28	2.28	12.23	0.72	7.09	47.95	0.98	763.08	18.65	62169.00	196.50	JUL
323444.5913	1240793.286	0.010	48.10	2.72	17.73	0.19	6.51	39.77	0.90	29753.14	26.00	18385.00	243.15	JUL
472553.2849	1052299.837	0.000	13.60	2.37	17.04	0.00	6.49	33.52	0.90	787.08	29.70	13342.00	323.26	JUL
498175.5272	1157356.824	0.036	56.00	1.08	10.70	0.49	6.48	40.07	0.94	451.60	26.80	62426.00	431.49	JUL
408630.6556	1102172.702	0.000	1.58	2.88	14.34	0.00	6.49	17.61	0.90	772.57	27.75	16031.00	193.66	JUL
465268.3692	1089171.235	0.124	984.19	5.36	9.46	2.61	6.62	45.88	1.12	577.36	20.90	42942.00	269.77	JUL
335985.2137	1200158.114	0.044	379.01	4.08	11.01	0.80	6.70	46.29	1.10	495.35	25.17	25495.00	195.98	JUL
483528.0309	1043077.361	0.013	39.25	3.81	11.27	0.15	6.49	28.46	0.96	701.28	27.38	8062.00	454.84	JUL
505481.9784	1102058.109	0.165	2050.98	4.56	9.69	4.31	7.27	50.18	1.17	649.77	19.51	70774.00	249.77	JUL
521966.8474	1035707.211	0.215	1136.92	2.33	7.91	4.54	7.09	46.97	1.17	138.17	23.08	22627.00	321.42	JUL
476242.3007	1098378.898	0.039	848.19	6.02	14.48	1.05	6.76	43.11	0.93	483.64	22.79	56754.00	177.90	JUL
490862.4409	1098372.295	0.015	1154.24	4.86	12.34	0.21	6.97	44.68	0.98	533.17	21.00	62968.00	210.99	JUL
481717.5132	1083629.565	0.123	1032.62	4.05	11.52	4.21	6.86	47.27	0.95	444.75	20.66	45880.00	213.16	JUL
483555.7222	1105747.986	0.027	1076.65	4.40	12.93	0.54	6.96	44.57	0.99	485.81	22.08	65460.00	213.54	JUL
479921.1923	1140772.626	0.049	453.24	1.29	10.97	0.90	6.64	44.89	1.02	193.84	23.80	81345.00	446.88	JUL
423258.3138	1105825.655	0.082	160.71	3.31	10.86	1.89	6.71	40.27	1.00	260.40	25.88	19925.00	264.26	JUL
611835.7466	976871.4804	0.053	940.41	5.95	9.18	0.79	6.78	47.72	1.09	362.06	21.92	62241.00	339.09	JUL
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	13.65	71113.00	147.14	JUL
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	27.84	29411.00	192.52	JUL
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	22.49	58592.00	180.24	JUL
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	27.24	65192.00	155.43	JUL
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	23.61	69635.00	205.62	JUL
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	17.48	67624.00	226.65	JUL
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	20.34	64257.00	239.48	JUL
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	22.76	62626.00	239.98	JUL
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	23.82	47170.00	212.56	JUL
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	26.16	76295.00	310.37	JUL
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	11.25	43932.00	245.69	JUL
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	25.18	38897.00	338.99	JUL
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	17.32	53907.00	218.22	JUL
505483.0883	1094685.022	0.080	1604.23	4.24	10.81	1.84	7.20	46.75	1.07	440.50	19.38	64257.00	222.31	AUG
457973.3436	1103925.343	0.019	658.44	1.01	14.83	0.46	6.74	45.67	0.91	286.04	23.29	41593.00	277.17	AUG
457988.3964	1116828.597	0.047	1059.44	3.13	12.35	1.12	7.03	46.70	1.01	181.12	21.64	48918.00	389.62	AUG
545567.7398	1190568.004	0.002	1.36	1.99	20.73	0.04	6.48	21.66	0.96	606.31	26.34	4472.00	444.63	AUG
489018.6939	1043075.398	0.010	41.87	3.45	14.47	0.16	6.52	35.58	0.95	390.44	27.12	10296.00	511.46	AUG
381383.6709	1152029.561	0.041	108.98	4.95	13.09	1.04	6.50	44.51	0.95	546.66	27.32	68029.00	180.04	AUG
617455.0761	934487.5977	0.004	25.66	2.46	15.57	0.04	6.49	33.11	0.92	567.34	27.03	25807.00	439.12	AUG
549425.7955	1035732.561	0.232	1573.74	3.86	11.33	8.83	6.94	48.08	1.03	346.94	18.27	42638.00	416.07	AUG
483531.2057	1050450.269	0.054	69.71	3.10	11.78	1.14	6.62	39.06	0.95	659.94	27.15	15232.00	518.89	AUG
452543.1489	1142642.379	0.059	579.65	5.33	12.45	1.61	6.63	41.11	1.03	529.91	22.95	65765.00	503.94	AUG
362954.2147	1106003.872	0.101	173.93	4.79	9.34	1.79	6.45	36.90	1.07	375.77	26.68	25495.00	275.80	AUG
500000	1103900.97	0.060	1450.11	4.77	11.54	1.39	7.08	47.14	1.05	239.15	20.02	70838.00	295.74	AUG
611905.1541	951063.5427	0.000	21.00	3.14	16.15	0.00	6.49	31.28	0.89	470.64	27.13	37947.00	504.75	AUG
551142.0996	1118683.826	0.023	91.43	1.55	11.32	0.36	6.52	41.76	0.97	110.45	25.60	35511.00	685.31	AUG
503656.127	1087311.737	0.041	1398.80	0.33	14.02	0.89	6.99	43.79	0.95	741.29	19.38	57385.00	239.80	AUG
470767.1511	1107599.36	0.024	862.99	2.60	11.95	0.42	6.89	48.93	0.98	422.81	22.75	55036.00	276.28	AUG
326635.8516	1154103.987	0.002	19.87	0.83	15.75	0.03	6.48	31.23	0.89	717.87	27.16	26833.00	222.40	AUG
611561.8128	1072732.314	0.000	56.00	6.28	16.95	0.00	6.51	39.89	0.86	483.02	26.18	17493.00	243.68	AUG
554986.6794	985972.0955	0.000	15.40	4.82	14.89	0.00	6.50	34.56	0.91	318.40	27.13	19000.00	412.28	AUG
467065.4953	1054147.444	0.000	27.92	2.97	15.13	0.00	6.50	34.53	0.95	424.44	27.09	12530.00	442.02	AUG
589877.5946	956540.8174	0.162	84.59	3.80	10.84	4.82	6.60	34.11	0.91	372.68	26.17	35468.00	558.74	AUG
330573.4391	1211249.595	0.017	313.92	4.75	13.12	0.27	6.62	44.08	1.06	837.83	24.52	17720.00	254.40	AUG
430497.7417	1068943.548	0.080	102.61	4.75	11.52	2.06	6.46	29.64	0.97	576.01	27.24	8544.00	403.82	AUG
516445.1151	1103904.702	0.262	3085.33	3.77	7.90	6.01	6.95	54.50	1.31	499.31	7.68	70093.00	208.24	AUG
478074.2779	1105750.893	0.028	936.38	3.73	12.59	0.54	6.93	45.43	0.96	22.56	22.59	60745.00	269.10	AUG
461633.7513	1109451.224	0.044	770.80	3.84	13.46	1.43	6.88	47.26	0.96	655.11	22.99	48021.00	320.59	AUG
567584.6406	1116867.735	0.008	19.40	1.23	14.20	0.11	6.48	38.32	0.92	590.29	25.38	25807.00	326.28	AUG
458023.4529	1146322.092	0.106	499.75	2.73	11.06	2.95	6.46	39.93	1.04	454.81	24.36	72201.00	438.10	AUG
516455.0546	1081785.443	0.088	1088.26	2.20	14.43	4.25	6.88	49.39	0.82	415.20	20.16	57245.00	297.39	AUG
386699.9804	1102234.538	0.000	0.00	1.65	17.75	0.00	6.48	22.61	0.88	768.30	26.97	24166.00	278.96	AUG
332201.8504	1172516.583	0.006	82.74	5.46	15.21	0.10	6.51	42.93	0.97	323.75	27.44	21587.00	180.81	AUG
604151.4948	1105894.194	0.018	56.45	4.60	10.82	0.28	6.47	18.06	1.10	224.98	26.18	2828.00	317.27	AUG
490848.0357	1039388.483	0.000	16.15	2.47	14.05	0.00	6.50	31.60	0.91	530.53	27.12	8544.00	519.22	AUG
443343.5606	1096571.872	0.013	252.63	4.90	10.73	0.12	6.59	47.14	0.98	400.66	25.55	25060.00	355.51	AUG
525562.8992	1129716.256	0.023	229.74	0.36	12.87	0.44	6.54	42.78	1.02	495.62	23.94	47854.00	445.56	AUG
448884.4883	1137117.411	0.066	701.70	5.18	12.95	2.18	6.63	44.19	0.99	535.01	20.63	59059.00	370.74	AUG
461685.8481	1157378.035	0.010	103.24	6.16	13.86	0.16	6.51	39.03	0.93	667.93	25.84	83726.00	372.66	AUG
408734.6134	1142729.245	0.065	1454.88	4.14	9.85	1.22	7.17	50.20	1.25	349.18	19.52	53000.00	335.27	AUG
562155.1161	1087364.049	0.040	1171.39	2.83	9.77	0.59	6.98	48.60	1.12	428.79	29.47	47170.00	307.25	AUG
341096.2485	1122688.224	0.008	123.21	3.78	16.05	0.15	6.55	37.30	0.91	61.59	27.07	31765.00	315.87	AUG
520103.6723	1096533.418	0.171	1830.46	2.52	10.52	5.38	7.43	52.79	1.10	221.47	17.28	72139.00	214.45	AUG
452501.2122	1111305.437	0.011	1013.20	1.73	14.06	0.16	6.92	45.85	1.03	744.03	21.76	41110.00	307.68	AUG
558647.2275	989663.7056	0.015	49.42	4.66	13.31	0.43	6.50	38.32	0.93	485.25	27.18	23000.00	440.02	AUG
514624.5197	1087314.461	0.035	1309.28	2.28	12.23	0.72	7.09	47.95	0.98	763.08	18.66	62169.00	239.81	AUG
323444.5913	1240793.286	0.010	48.10	2.72	17.73	0.19	6.51	39.77	0.90	29753.14	25.94	18385.00	247.56	AUG
472553.2849	1052299.837	0.000	13.60	2.37	17.04	0.00	6.49	33.52	0.90	787.08	27.15	13342.00	404.94	AUG
498175.5272	1157356.824	0.036	56.00	1.08	10.70	0.49	6.48	40.07	0.94	451.60	27.05	62426.00	376.36	AUG
408630.6556	1102172.702	0.000	1.58	2.88	14.34	0.00	6.49	17.61	0.90	772.57	27.64	16031.00	255.31	AUG
465268.3692	1089171.235	0.124	984.19	5.36	9.46	2.61	6.62	45.88	1.12	577.36	20.87	42942.00	336.63	AUG
335985.2137	1200158.114	0.044	379.01	4.08	11.01	0.80	6.70	46.29	1.10	495.35	25.47	25495.00	233.43	AUG
483528.0309	1043077.361	0.013	39.25	3.81	11.27	0.15	6.49	28.46	0.96	701.28	27.15	8062.00	496.57	AUG
505481.9784	1102058.109	0.165	2050.98	4.56	9.69	4.31	7.27	50.18	1.17	649.77	19.55	70774.00	307.74	AUG
521966.8474	1035707.211	0.215	1136.92	2.33	7.91	4.54	7.09	46.97	1.17	138.17	22.95	22627.00	404.64	AUG
476242.3007	1098378.898	0.039	848.19	6.02	14.48	1.05	6.76	43.11	0.93	483.64	22.56	56754.00	246.43	AUG
490862.4409	1098372.295	0.015	1154.24	4.86	12.34	0.21	6.97	44.68	0.98	533.17	20.89	62968.00	289.18	AUG
481717.5132	1083629.565	0.123	1032.62	4.05	11.52	4.21	6.86	47.27	0.95	444.75	20.59	45880.00	296.49	AUG
483555.7222	1105747.986	0.027	1076.65	4.40	12.93	0.54	6.96	44.57	0.99	485.81	21.94	65460.00	272.67	AUG
479921.1923	1140772.626	0.049	453.24	1.29	10.97	0.90	6.64	44.89	1.02	193.84	23.73	81345.00	411.64	AUG
423258.3138	1105825.655	0.082	160.71	3.31	10.86	1.89	6.71	40.27	1.00	260.40	25.99	19925.00	288.90	AUG
611835.7466	976871.4804	0.053	940.41	5.95	9.18	0.79	6.78	47.72	1.09	362.06	21.82	62241.00	430.30	AUG
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	13.54	71113.00	187.77	AUG
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	27.24	29411.00	256.27	AUG
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	22.28	58592.00	239.38	AUG
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	27.27	65192.00	210.54	AUG
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	23.73	69635.00	248.30	AUG
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	17.69	67624.00	315.64	AUG
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	20.32	64257.00	335.92	AUG
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	22.78	62626.00	235.11	AUG
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	23.58	47170.00	266.73	AUG
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	26.10	76295.00	326.96	AUG
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	11.02	43932.00	339.86	AUG
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	25.13	38897.00	433.26	AUG
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	17.24	53907.00	289.12	AUG
505483.0883	1094685.022	0.080	1604.23	4.24	10.81	1.84	7.20	46.75	1.07	440.50	13.36	64257.00	345.22	SEP
457973.3436	1103925.343	0.019	658.44	1.01	14.83	0.46	6.74	45.67	0.91	286.04	22.86	41593.00	340.23	SEP
457988.3964	1116828.597	0.047	1059.44	3.13	12.35	1.12	7.03	46.70	1.01	181.12	21.43	48918.00	456.17	SEP
545567.7398	1190568.004	0.002	1.36	1.99	20.73	0.04	6.48	21.66	0.96	606.31	26.38	4472.00	361.77	SEP
489018.6939	1043075.398	0.010	41.87	3.45	14.47	0.16	6.52	35.58	0.95	390.44	27.14	10296.00	530.88	SEP
381383.6709	1152029.561	0.041	108.98	4.95	13.09	1.04	6.50	44.51	0.95	546.66	26.81	68029.00	299.15	SEP
617455.0761	934487.5977	0.004	25.66	2.46	15.57	0.04	6.49	33.11	0.92	567.34	27.04	25807.00	413.58	SEP
549425.7955	1035732.561	0.232	1573.74	3.86	11.33	8.83	6.94	48.08	1.03	346.94	18.12	42638.00	541.94	SEP
483531.2057	1050450.269	0.054	69.71	3.10	11.78	1.14	6.62	39.06	0.95	659.94	27.17	15232.00	526.44	SEP
452543.1489	1142642.379	0.059	579.65	5.33	12.45	1.61	6.63	41.11	1.03	529.91	22.94	65765.00	484.16	SEP
362954.2147	1106003.872	0.101	173.93	4.79	9.34	1.79	6.45	36.90	1.07	375.77	26.25	25495.00	379.80	SEP
500000	1103900.97	0.060	1450.11	4.77	11.54	1.39	7.08	47.14	1.05	239.15	20.03	70838.00	378.41	SEP
611905.1541	951063.5427	0.000	21.00	3.14	16.15	0.00	6.49	31.28	0.89	470.64	27.15	37947.00	502.42	SEP
551142.0996	1118683.826	0.023	91.43	1.55	11.32	0.36	6.52	41.76	0.97	110.45	25.97	35511.00	336.51	SEP
503656.127	1087311.737	0.041	1398.80	0.33	14.02	0.89	6.99	43.79	0.95	741.29	19.37	57385.00	300.14	SEP
470767.1511	1107599.36	0.024	862.99	2.60	11.95	0.42	6.89	48.93	0.98	422.81	22.14	55036.00	338.68	SEP
326635.8516	1154103.987	0.002	19.87	0.83	15.75	0.03	6.48	31.23	0.89	717.87	26.69	26833.00	336.42	SEP
611561.8128	1072732.314	0.000	56.00	6.28	16.95	0.00	6.51	39.89	0.86	483.02	26.37	17493.00	147.38	SEP
554986.6794	985972.0955	0.000	15.40	4.82	14.89	0.00	6.50	34.56	0.91	318.40	27.15	19000.00	450.13	SEP
467065.4953	1054147.444	0.000	27.92	2.97	15.13	0.00	6.50	34.53	0.95	424.44	27.10	12530.00	450.01	SEP
589877.5946	956540.8174	0.162	84.59	3.80	10.84	4.82	6.60	34.11	0.91	372.68	27.63	35468.00	564.07	SEP
330573.4391	1211249.595	0.017	313.92	4.75	13.12	0.27	6.62	44.08	1.06	837.83	24.54	17720.00	364.65	SEP
430497.7417	1068943.548	0.080	102.61	4.75	11.52	2.06	6.46	29.64	0.97	576.01	26.76	8544.00	438.15	SEP
516445.1151	1103904.702	0.262	3085.33	3.77	7.90	6.01	6.95	54.50	1.31	499.31	8.06	70093.00	237.51	SEP
478074.2779	1105750.893	0.028	936.38	3.73	12.59	0.54	6.93	45.43	0.96	22.56	22.25	60745.00	354.88	SEP
461633.7513	1109451.224	0.044	770.80	3.84	13.46	1.43	6.88	47.26	0.96	655.11	22.60	48021.00	404.90	SEP
567584.6406	1116867.735	0.008	19.40	1.23	14.20	0.11	6.48	38.32	0.92	590.29	25.62	25807.00	209.41	SEP
458023.4529	1146322.092	0.106	499.75	2.73	11.06	2.95	6.46	39.93	1.04	454.81	24.38	72201.00	412.88	SEP
516455.0546	1081785.443	0.088	1088.26	2.20	14.43	4.25	6.88	49.39	0.82	415.20	20.36	57245.00	340.45	SEP
386699.9804	1102234.538	0.000	0.00	1.65	17.75	0.00	6.48	22.61	0.88	768.30	26.51	24166.00	376.24	SEP
332201.8504	1172516.583	0.006	82.74	5.46	15.21	0.10	6.51	42.93	0.97	323.75	26.60	21587.00	311.29	SEP
604151.4948	1105894.194	0.018	56.45	4.60	10.82	0.28	6.47	18.06	1.10	224.98	26.39	2828.00	160.54	SEP
490848.0357	1039388.483	0.000	16.15	2.47	14.05	0.00	6.50	31.60	0.91	530.53	27.14	8544.00	545.70	SEP
443343.5606	1096571.872	0.013	252.63	4.90	10.73	0.12	6.59	47.14	0.98	400.66	24.80	25060.00	416.64	SEP
525562.8992	1129716.256	0.023	229.74	0.36	12.87	0.44	6.54	42.78	1.02	495.62	24.18	47854.00	372.60	SEP
448884.4883	1137117.411	0.066	701.70	5.18	12.95	2.18	6.63	44.19	0.99	535.01	20.58	59059.00	418.06	SEP
461685.8481	1157378.035	0.010	103.24	6.16	13.86	0.16	6.51	39.03	0.93	667.93	25.88	83726.00	323.47	SEP
408734.6134	1142729.245	0.065	1454.88	4.14	9.85	1.22	7.17	50.20	1.25	349.18	19.13	53000.00	411.77	SEP
562155.1161	1087364.049	0.040	1171.39	2.83	9.77	0.59	6.98	48.60	1.12	428.79	19.82	47170.00	323.71	SEP
341096.2485	1122688.224	0.008	123.21	3.78	16.05	0.15	6.55	37.30	0.91	61.59	26.59	31765.00	400.70	SEP
520103.6723	1096533.418	0.171	1830.46	2.52	10.52	5.38	7.43	52.79	1.10	221.47	17.38	72139.00	247.84	SEP
452501.2122	1111305.437	0.011	1013.20	1.73	14.06	0.16	6.92	45.85	1.03	744.03	21.54	41110.00	384.16	SEP
558647.2275	989663.7056	0.015	49.42	4.66	13.31	0.43	6.50	38.32	0.93	485.25	27.19	23000.00	502.06	SEP
514624.5197	1087314.461	0.035	1309.28	2.28	12.23	0.72	7.09	47.95	0.98	763.08	18.84	62169.00	267.46	SEP
323444.5913	1240793.286	0.010	48.10	2.72	17.73	0.19	6.51	39.77	0.90	29753.14	25.98	18385.00	285.84	SEP
472553.2849	1052299.837	0.000	13.60	2.37	17.04	0.00	6.49	33.52	0.90	787.08	27.16	13342.00	416.31	SEP
498175.5272	1157356.824	0.036	56.00	1.08	10.70	0.49	6.48	40.07	0.94	451.60	27.37	62426.00	283.37	SEP
408630.6556	1102172.702	0.000	1.58	2.88	14.34	0.00	6.49	17.61	0.90	772.57	27.35	16031.00	335.11	SEP
465268.3692	1089171.235	0.124	984.19	5.36	9.46	2.61	6.62	45.88	1.12	577.36	20.52	42942.00	388.09	SEP
