X	Y	SLOPE	ALOS_FILL	ASPECT	TOPOGRAPHIC	LS_FACTOR	DIRECT_INSO	CONVEXITY	WIND_EXPOSI	BUFFER	TEMP	COAST	PREC	MONTH
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	13.47	71113.00	16.90	MAR
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	28.62	29411.00	7.41	MAR
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	23.16	58592.00	14.39	MAR
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	28.35	65192.00	13.91	MAR
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	23.56	69635.00	23.83	MAR
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	15.28	67624.00	13.98	MAR
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	19.79	64257.00	14.05	MAR
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	21.90	62626.00	67.90	MAR
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	25.50	47170.00	23.55	MAR
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	25.70	76295.00	54.16	MAR
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	11.45	43932.00	31.14	MAR
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	25.85	38897.00	85.85	MAR
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	16.52	53907.00	15.36	MAR
505483.0883	1094685.022	0.080	1604.23	4.24	10.81	1.84	7.20	46.75	1.07	440.50	18.81	64257.00	44.93	APR
457973.3436	1103925.343	0.019	658.44	1.01	14.83	0.46	6.74	45.67	0.91	286.04	24.85	41593.00	53.66	APR
457988.3964	1116828.597	0.047	1059.44	3.13	12.35	1.12	7.03	46.70	1.01	181.12	22.39	48918.00	38.18	APR
545567.7398	1190568.004	0.002	1.36	1.99	20.73	0.04	6.48	21.66	0.96	606.31	26.54	4472.00	237.18	APR
489018.6939	1043075.398	0.010	41.87	3.45	14.47	0.16	6.52	35.58	0.95	390.44	28.28	10296.00	159.40	APR
381383.6709	1152029.561	0.041	108.98	4.95	13.09	1.04	6.50	44.51	0.95	546.66	29.07	68029.00	32.65	APR
617455.0761	934487.5977	0.004	25.66	2.46	15.57	0.04	6.49	33.11	0.92	567.34	28.18	25807.00	192.38	APR
549425.7955	1035732.561	0.232	1573.74	3.86	11.33	8.83	6.94	48.08	1.03	346.94	19.18	42638.00	250.44	APR
483531.2057	1050450.269	0.054	69.71	3.10	11.78	1.14	6.62	39.06	0.95	659.94	28.31	15232.00	161.24	APR
452543.1489	1142642.379	0.059	579.65	5.33	12.45	1.61	6.63	41.11	1.03	529.91	23.08	65765.00	116.72	APR
362954.2147	1106003.872	0.101	173.93	4.79	9.34	1.79	6.45	36.90	1.07	375.77	28.55	25495.00	47.89	APR
500000	1103900.97	0.060	1450.11	4.77	11.54	1.39	7.08	47.14	1.05	239.15	19.97	70838.00	67.19	APR
611905.1541	951063.5427	0.000	21.00	3.14	16.15	0.00	6.49	31.28	0.89	470.64	28.29	37947.00	243.75	APR
551142.0996	1118683.826	0.023	91.43	1.55	11.32	0.36	6.52	41.76	0.97	110.45	25.51	35511.00	255.21	APR
503656.127	1087311.737	0.041	1398.80	0.33	14.02	0.89	6.99	43.79	0.95	741.29	19.91	57385.00	72.80	APR
470767.1511	1107599.36	0.024	862.99	2.60	11.95	0.42	6.89	48.93	0.98	422.81	24.01	55036.00	61.01	APR
326635.8516	1154103.987	0.002	19.87	0.83	15.75	0.03	6.48	31.23	0.89	717.87	32.52	26833.00	32.87	APR
611561.8128	1072732.314	0.000	56.00	6.28	16.95	0.00	6.51	39.89	0.86	483.02	26.53	17493.00	199.00	APR
554986.6794	985972.0955	0.000	15.40	4.82	14.89	0.00	6.50	34.56	0.91	318.40	28.29	19000.00	212.06	APR
467065.4953	1054147.444	0.000	27.92	2.97	15.13	0.00	6.50	34.53	0.95	424.44	28.25	12530.00	131.32	APR
589877.5946	956540.8174	0.162	84.59	3.80	10.84	4.82	6.60	34.11	0.91	372.68	27.92	35468.00	289.40	APR
330573.4391	1211249.595	0.017	313.92	4.75	13.12	0.27	6.62	44.08	1.06	837.83	24.69	17720.00	39.45	APR
430497.7417	1068943.548	0.080	102.61	4.75	11.52	2.06	6.46	29.64	0.97	576.01	29.30	8544.00	80.38	APR
516445.1151	1103904.702	0.262	3085.33	3.77	7.90	6.01	6.95	54.50	1.31	499.31	8.59	70093.00	85.76	APR
478074.2779	1105750.893	0.028	936.38	3.73	12.59	0.54	6.93	45.43	0.96	22.56	23.90	60745.00	78.14	APR
461633.7513	1109451.224	0.044	770.80	3.84	13.46	1.43	6.88	47.26	0.96	655.11	24.40	48021.00	67.20	APR
567584.6406	1116867.735	0.008	19.40	1.23	14.20	0.11	6.48	38.32	0.92	590.29	25.02	25807.00	243.82	APR
458023.4529	1146322.092	0.106	499.75	2.73	11.06	2.95	6.46	39.93	1.04	454.81	24.53	72201.00	139.74	APR
516455.0546	1081785.443	0.088	1088.26	2.20	14.43	4.25	6.88	49.39	0.82	415.20	20.22	57245.00	84.25	APR
386699.9804	1102234.538	0.000	0.00	1.65	17.75	0.00	6.48	22.61	0.88	768.30	28.94	24166.00	51.35	APR
332201.8504	1172516.583	0.006	82.74	5.46	15.21	0.10	6.51	42.93	0.97	323.75	29.32	21587.00	23.86	APR
604151.4948	1105894.194	0.018	56.45	4.60	10.82	0.28	6.47	18.06	1.10	224.98	26.07	2828.00	290.50	APR
490848.0357	1039388.483	0.000	16.15	2.47	14.05	0.00	6.50	31.60	0.91	530.53	28.28	8544.00	168.00	APR
443343.5606	1096571.872	0.013	252.63	4.90	10.73	0.12	6.59	47.14	0.98	400.66	28.21	25060.00	82.28	APR
525562.8992	1129716.256	0.023	229.74	0.36	12.87	0.44	6.54	42.78	1.02	495.62	24.10	47854.00	230.89	APR
448884.4883	1137117.411	0.066	701.70	5.18	12.95	2.18	6.63	44.19	0.99	535.01	20.71	59059.00	78.08	APR
461685.8481	1157378.035	0.010	103.24	6.16	13.86	0.16	6.51	39.03	0.93	667.93	26.02	83726.00	102.32	APR
408734.6134	1142729.245	0.065	1454.88	4.14	9.85	1.22	7.17	50.20	1.25	349.18	19.73	53000.00	61.24	APR
562155.1161	1087364.049	0.040	1171.39	2.83	9.77	0.59	6.98	48.60	1.12	428.79	19.70	47170.00	143.40	APR
341096.2485	1122688.224	0.008	123.21	3.78	16.05	0.15	6.55	37.30	0.91	61.59	29.28	31765.00	68.10	APR
520103.6723	1096533.418	0.171	1830.46	2.52	10.52	5.38	7.43	52.79	1.10	221.47	16.75	72139.00	97.38	APR
452501.2122	1111305.437	0.011	1013.20	1.73	14.06	0.16	6.92	45.85	1.03	744.03	22.57	41110.00	41.32	APR
558647.2275	989663.7056	0.015	49.42	4.66	13.31	0.43	6.50	38.32	0.93	485.25	28.10	23000.00	225.90	APR
514624.5197	1087314.461	0.035	1309.28	2.28	12.23	0.72	7.09	47.95	0.98	763.08	18.79	62169.00	67.29	APR
323444.5913	1240793.286	0.010	48.10	2.72	17.73	0.19	6.51	39.77	0.90	29753.14	26.14	18385.00	28.89	APR
472553.2849	1052299.837	0.000	13.60	2.37	17.04	0.00	6.49	33.52	0.90	787.08	28.30	13342.00	124.28	APR
498175.5272	1157356.824	0.036	56.00	1.08	10.70	0.49	6.48	40.07	0.94	451.60	26.67	62426.00	173.48	APR
408630.6556	1102172.702	0.000	1.58	2.88	14.34	0.00	6.49	17.61	0.90	772.57	29.18	16031.00	34.97	APR
465268.3692	1089171.235	0.124	984.19	5.36	9.46	2.61	6.62	45.88	1.12	577.36	21.45	42942.00	123.21	APR
335985.2137	1200158.114	0.044	379.01	4.08	11.01	0.80	6.70	46.29	1.10	495.35	26.51	25495.00	34.96	APR
483528.0309	1043077.361	0.013	39.25	3.81	11.27	0.15	6.49	28.46	0.96	701.28	28.31	8062.00	169.81	APR
505481.9784	1102058.109	0.165	2050.98	4.56	9.69	4.31	7.27	50.18	1.17	649.77	19.27	70774.00	69.36	APR
521966.8474	1035707.211	0.215	1136.92	2.33	7.91	4.54	7.09	46.97	1.17	138.17	27.18	22627.00	162.52	APR
476242.3007	1098378.898	0.039	848.19	6.02	14.48	1.05	6.76	43.11	0.93	483.64	23.76	56754.00	74.76	APR
490862.4409	1098372.295	0.015	1154.24	4.86	12.34	0.21	6.97	44.68	0.98	533.17	21.27	62968.00	50.57	APR
481717.5132	1083629.565	0.123	1032.62	4.05	11.52	4.21	6.86	47.27	0.95	444.75	21.35	45880.00	91.48	APR
483555.7222	1105747.986	0.027	1076.65	4.40	12.93	0.54	6.96	44.57	0.99	485.81	22.34	65460.00	82.19	APR
479921.1923	1140772.626	0.049	453.24	1.29	10.97	0.90	6.64	44.89	1.02	193.84	23.88	81345.00	167.12	APR
423258.3138	1105825.655	0.082	160.71	3.31	10.86	1.89	6.71	40.27	1.00	260.40	27.87	19925.00	42.81	APR
611835.7466	976871.4804	0.053	940.41	5.95	9.18	0.79	6.78	47.72	1.09	362.06	22.66	62241.00	226.99	APR
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	13.89	71113.00	48.76	APR
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	29.14	29411.00	37.16	APR
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	23.34	58592.00	72.16	APR
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	28.94	65192.00	41.83	APR
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	24.14	69635.00	33.53	APR
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	16.50	67624.00	73.21	APR
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	20.41	64257.00	72.20	APR
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	22.55	62626.00	109.41	APR
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	25.32	47170.00	73.41	APR
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	26.30	76295.00	69.30	APR
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	11.68	43932.00	109.08	APR
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	25.85	38897.00	219.44	APR
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	17.24	53907.00	34.50	APR
505483.0883	1094685.022	0.080	1604.23	4.24	10.81	1.84	7.20	46.75	1.07	440.50	19.77	64257.00	211.75	MAY
457973.3436	1103925.343	0.019	658.44	1.01	14.83	0.46	6.74	45.67	0.91	286.04	24.04	41593.00	277.56	MAY
457988.3964	1116828.597	0.047	1059.44	3.13	12.35	1.12	7.03	46.70	1.01	181.12	22.30	48918.00	268.03	MAY
545567.7398	1190568.004	0.002	1.36	1.99	20.73	0.04	6.48	21.66	0.96	606.31	26.77	4472.00	346.50	MAY
489018.6939	1043075.398	0.010	41.87	3.45	14.47	0.16	6.52	35.58	0.95	390.44	27.85	10296.00	416.25	MAY
381383.6709	1152029.561	0.041	108.98	4.95	13.09	1.04	6.50	44.51	0.95	546.66	28.14	68029.00	175.50	MAY
617455.0761	934487.5977	0.004	25.66	2.46	15.57	0.04	6.49	33.11	0.92	567.34	27.75	25807.00	347.55	MAY
549425.7955	1035732.561	0.232	1573.74	3.86	11.33	8.83	6.94	48.08	1.03	346.94	18.73	42638.00	472.89	MAY
483531.2057	1050450.269	0.054	69.71	3.10	11.78	1.14	6.62	39.06	0.95	659.94	27.88	15232.00	395.39	MAY
452543.1489	1142642.379	0.059	579.65	5.33	12.45	1.61	6.63	41.11	1.03	529.91	23.39	65765.00	302.80	MAY
362954.2147	1106003.872	0.101	173.93	4.79	9.34	1.79	6.45	36.90	1.07	375.77	27.96	25495.00	213.80	MAY
500000	1103900.97	0.060	1450.11	4.77	11.54	1.39	7.08	47.14	1.05	239.15	20.59	70838.00	251.02	MAY
611905.1541	951063.5427	0.000	21.00	3.14	16.15	0.00	6.49	31.28	0.89	470.64	27.86	37947.00	399.98	MAY
551142.0996	1118683.826	0.023	91.43	1.55	11.32	0.36	6.52	41.76	0.97	110.45	26.32	35511.00	289.16	MAY
503656.127	1087311.737	0.041	1398.80	0.33	14.02	0.89	6.99	43.79	0.95	741.29	19.88	57385.00	213.62	MAY
470767.1511	1107599.36	0.024	862.99	2.60	11.95	0.42	6.89	48.93	0.98	422.81	23.11	55036.00	273.09	MAY
326635.8516	1154103.987	0.002	19.87	0.83	15.75	0.03	6.48	31.23	0.89	717.87	28.21	26833.00	232.77	MAY
611561.8128	1072732.314	0.000	56.00	6.28	16.95	0.00	6.51	39.89	0.86	483.02	27.17	17493.00	201.92	MAY
554986.6794	985972.0955	0.000	15.40	4.82	14.89	0.00	6.50	34.56	0.91	318.40	27.86	19000.00	366.23	MAY
467065.4953	1054147.444	0.000	27.92	2.97	15.13	0.00	6.50	34.53	0.95	424.44	27.82	12530.00	334.86	MAY
589877.5946	956540.8174	0.162	84.59	3.80	10.84	4.82	6.60	34.11	0.91	372.68	27.77	35468.00	504.81	MAY
330573.4391	1211249.595	0.017	313.92	4.75	13.12	0.27	6.62	44.08	1.06	837.83	24.63	17720.00	206.59	MAY
430497.7417	1068943.548	0.080	102.61	4.75	11.52	2.06	6.46	29.64	0.97	576.01	28.30	8544.00	260.36	MAY
516445.1151	1103904.702	0.262	3085.33	3.77	7.90	6.01	6.95	54.50	1.31	499.31	8.75	70093.00	202.16	MAY
478074.2779	1105750.893	0.028	936.38	3.73	12.59	0.54	6.93	45.43	0.96	22.56	23.34	60745.00	262.99	MAY
461633.7513	1109451.224	0.044	770.80	3.84	13.46	1.43	6.88	47.26	0.96	655.11	23.71	48021.00	288.08	MAY
567584.6406	1116867.735	0.008	19.40	1.23	14.20	0.11	6.48	38.32	0.92	590.29	25.93	25807.00	269.58	MAY
458023.4529	1146322.092	0.106	499.75	2.73	11.06	2.95	6.46	39.93	1.04	454.81	24.80	72201.00	309.50	MAY
516455.0546	1081785.443	0.088	1088.26	2.20	14.43	4.25	6.88	49.39	0.82	415.20	20.75	57245.00	236.12	MAY
386699.9804	1102234.538	0.000	0.00	1.65	17.75	0.00	6.48	22.61	0.88	768.30	28.02	24166.00	216.11	MAY
332201.8504	1172516.583	0.006	82.74	5.46	15.21	0.10	6.51	42.93	0.97	323.75	28.76	21587.00	184.69	MAY
604151.4948	1105894.194	0.018	56.45	4.60	10.82	0.28	6.47	18.06	1.10	224.98	20.04	2828.00	278.65	MAY
490848.0357	1039388.483	0.000	16.15	2.47	14.05	0.00	6.50	31.60	0.91	530.53	27.85	8544.00	411.24	MAY
443343.5606	1096571.872	0.013	252.63	4.90	10.73	0.12	6.59	47.14	0.98	400.66	26.40	25060.00	312.96	MAY
525562.8992	1129716.256	0.023	229.74	0.36	12.87	0.44	6.54	42.78	1.02	495.62	24.65	47854.00	364.16	MAY
448884.4883	1137117.411	0.066	701.70	5.18	12.95	2.18	6.63	44.19	0.99	535.01	21.08	59059.00	245.80	MAY
461685.8481	1157378.035	0.010	103.24	6.16	13.86	0.16	6.51	39.03	0.93	667.93	26.27	83726.00	218.86	MAY
408734.6134	1142729.245	0.065	1454.88	4.14	9.85	1.22	7.17	50.20	1.25	349.18	20.00	53000.00	242.67	MAY
562155.1161	1087364.049	0.040	1171.39	2.83	9.77	0.59	6.98	48.60	1.12	428.79	20.21	47170.00	268.70	MAY
341096.2485	1122688.224	0.008	123.21	3.78	16.05	0.15	6.55	37.30	0.91	61.59	26.72	31765.00	268.69	MAY
520103.6723	1096533.418	0.171	1830.46	2.52	10.52	5.38	7.43	52.79	1.10	221.47	17.20	72139.00	176.96	MAY
452501.2122	1111305.437	0.011	1013.20	1.73	14.06	0.16	6.92	45.85	1.03	744.03	22.43	41110.00	250.82	MAY
558647.2275	989663.7056	0.015	49.42	4.66	13.31	0.43	6.50	38.32	0.93	485.25	27.64	23000.00	398.02	MAY
514624.5197	1087314.461	0.035	1309.28	2.28	12.23	0.72	7.09	47.95	0.98	763.08	19.28	62169.00	195.53	MAY
323444.5913	1240793.286	0.010	48.10	2.72	17.73	0.19	6.51	39.77	0.90	29753.14	26.37	18385.00	151.49	MAY
472553.2849	1052299.837	0.000	13.60	2.37	17.04	0.00	6.49	33.52	0.90	787.08	27.87	13342.00	338.28	MAY
498175.5272	1157356.824	0.036	56.00	1.08	10.70	0.49	6.48	40.07	0.94	451.60	27.05	62426.00	308.46	MAY
408630.6556	1102172.702	0.000	1.58	2.88	14.34	0.00	6.49	17.61	0.90	772.57	28.46	16031.00	207.36	MAY
465268.3692	1089171.235	0.124	984.19	5.36	9.46	2.61	6.62	45.88	1.12	577.36	20.93	42942.00	352.21	MAY
335985.2137	1200158.114	0.044	379.01	4.08	11.01	0.80	6.70	46.29	1.10	495.35	26.15	25495.00	187.61	MAY
483528.0309	1043077.361	0.013	39.25	3.81	11.27	0.15	6.49	28.46	0.96	701.28	27.88	8062.00	383.47	MAY
505481.9784	1102058.109	0.165	2050.98	4.56	9.69	4.31	7.27	50.18	1.17	649.77	20.10	70774.00	275.12	MAY
521966.8474	1035707.211	0.215	1136.92	2.33	7.91	4.54	7.09	46.97	1.17	138.17	23.47	22627.00	380.28	MAY
476242.3007	1098378.898	0.039	848.19	6.02	14.48	1.05	6.76	43.11	0.93	483.64	23.27	56754.00	246.06	MAY
490862.4409	1098372.295	0.015	1154.24	4.86	12.34	0.21	6.97	44.68	0.98	533.17	21.70	62968.00	224.18	MAY
481717.5132	1083629.565	0.123	1032.62	4.05	11.52	4.21	6.86	47.27	0.95	444.75	20.99	45880.00	305.35	MAY
483555.7222	1105747.986	0.027	1076.65	4.40	12.93	0.54	6.96	44.57	0.99	485.81	22.26	65460.00	280.97	MAY
479921.1923	1140772.626	0.049	453.24	1.29	10.97	0.90	6.64	44.89	1.02	193.84	24.18	81345.00	303.45	MAY
423258.3138	1105825.655	0.082	160.71	3.31	10.86	1.89	6.71	40.27	1.00	260.40	27.00	19925.00	211.43	MAY
611835.7466	976871.4804	0.053	940.41	5.95	9.18	0.79	6.78	47.72	1.09	362.06	22.29	62241.00	467.47	MAY
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	14.12	71113.00	173.65	MAY
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	28.48	29411.00	214.68	MAY
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	22.97	58592.00	224.61	MAY
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	28.26	65192.00	201.57	MAY
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	24.39	69635.00	198.67	MAY
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	18.15	67624.00	305.11	MAY
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	20.91	64257.00	290.60	MAY
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	23.30	62626.00	183.74	MAY
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	24.42	47170.00	276.06	MAY
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	26.53	76295.00	187.92	MAY
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	11.50	43932.00	338.91	MAY
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	25.65	38897.00	387.17	MAY
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	17.70	53907.00	239.84	MAY
505483.0883	1094685.022	0.080	1604.23	4.24	10.81	1.84	7.20	46.75	1.07	440.50	19.33	64257.00	271.92	JUN
457973.3436	1103925.343	0.019	658.44	1.01	14.83	0.46	6.74	45.67	0.91	286.04	23.40	41593.00	261.15	JUN
457988.3964	1116828.597	0.047	1059.44	3.13	12.35	1.12	7.03	46.70	1.01	181.12	21.75	48918.00	322.92	JUN
545567.7398	1190568.004	0.002	1.36	1.99	20.73	0.04	6.48	21.66	0.96	606.31	26.66	4472.00	418.54	JUN
489018.6939	1043075.398	0.010	41.87	3.45	14.47	0.16	6.52	35.58	0.95	390.44	27.43	10296.00	419.19	JUN
381383.6709	1152029.561	0.041	108.98	4.95	13.09	1.04	6.50	44.51	0.95	546.66	26.53	68029.00	254.69	JUN
617455.0761	934487.5977	0.004	25.66	2.46	15.57	0.04	6.49	33.11	0.92	567.34	27.33	25807.00	318.92	JUN
549425.7955	1035732.561	0.232	1573.74	3.86	11.33	8.83	6.94	48.08	1.03	346.94	18.50	42638.00	391.53	JUN
483531.2057	1050450.269	0.054	69.71	3.10	11.78	1.14	6.62	39.06	0.95	659.94	27.46	15232.00	433.57	JUN
452543.1489	1142642.379	0.059	579.65	5.33	12.45	1.61	6.63	41.11	1.03	529.91	23.28	65765.00	437.01	JUN
362954.2147	1106003.872	0.101	173.93	4.79	9.34	1.79	6.45	36.90	1.07	375.77	26.66	25495.00	290.60	JUN
500000	1103900.97	0.060	1450.11	4.77	11.54	1.39	7.08	47.14	1.05	239.15	20.12	70838.00	305.55	JUN
611905.1541	951063.5427	0.000	21.00	3.14	16.15	0.00	6.49	31.28	0.89	470.64	27.44	37947.00	422.06	JUN
551142.0996	1118683.826	0.023	91.43	1.55	11.32	0.36	6.52	41.76	0.97	110.45	26.07	35511.00	349.42	JUN
503656.127	1087311.737	0.041	1398.80	0.33	14.02	0.89	6.99	43.79	0.95	741.29	19.41	57385.00	256.43	JUN
470767.1511	1107599.36	0.024	862.99	2.60	11.95	0.42	6.89	48.93	0.98	422.81	22.34	55036.00	288.27	JUN
326635.8516	1154103.987	0.002	19.87	0.83	15.75	0.03	6.48	31.23	0.89	717.87	27.13	26833.00	310.78	JUN
611561.8128	1072732.314	0.000	56.00	6.28	16.95	0.00	6.51	39.89	0.86	483.02	26.88	17493.00	205.01	JUN
554986.6794	985972.0955	0.000	15.40	4.82	14.89	0.00	6.50	34.56	0.91	318.40	27.44	19000.00	371.61	JUN
467065.4953	1054147.444	0.000	27.92	2.97	15.13	0.00	6.50	34.53	0.95	424.44	27.40	12530.00	329.39	JUN
589877.5946	956540.8174	0.162	84.59	3.80	10.84	4.82	6.60	34.11	0.91	372.68	27.42	35468.00	460.93	JUN
330573.4391	1211249.595	0.017	313.92	4.75	13.12	0.27	6.62	44.08	1.06	837.83	24.85	17720.00	320.23	JUN
430497.7417	1068943.548	0.080	102.61	4.75	11.52	2.06	6.46	29.64	0.97	576.01	27.20	8544.00	342.04	JUN
516445.1151	1103904.702	0.262	3085.33	3.77	7.90	6.01	6.95	54.50	1.31	499.31	8.01	70093.00	212.85	JUN
478074.2779	1105750.893	0.028	936.38	3.73	12.59	0.54	6.93	45.43	0.96	22.56	22.78	60745.00	275.41	JUN
461633.7513	1109451.224	0.044	770.80	3.84	13.46	1.43	6.88	47.26	0.96	655.11	23.10	48021.00	303.68	JUN
567584.6406	1116867.735	0.008	19.40	1.23	14.20	0.11	6.48	38.32	0.92	590.29	25.57	25807.00	305.30	JUN
458023.4529	1146322.092	0.106	499.75	2.73	11.06	2.95	6.46	39.93	1.04	454.81	24.69	72201.00	413.50	JUN
516455.0546	1081785.443	0.088	1088.26	2.20	14.43	4.25	6.88	49.39	0.82	415.20	20.49	57245.00	314.18	JUN
386699.9804	1102234.538	0.000	0.00	1.65	17.75	0.00	6.48	22.61	0.88	768.30	26.94	24166.00	267.94	JUN
332201.8504	1172516.583	0.006	82.74	5.46	15.21	0.10	6.51	42.93	0.97	323.75	26.13	21587.00	263.03	JUN
604151.4948	1105894.194	0.018	56.45	4.60	10.82	0.28	6.47	18.06	1.10	224.98	26.44	2828.00	278.87	JUN
490848.0357	1039388.483	0.000	16.15	2.47	14.05	0.00	6.50	31.60	0.91	530.53	27.43	8544.00	410.26	JUN
443343.5606	1096571.872	0.013	252.63	4.90	10.73	0.12	6.59	47.14	0.98	400.66	25.64	25060.00	332.93	JUN
525562.8992	1129716.256	0.023	229.74	0.36	12.87	0.44	6.54	42.78	1.02	495.62	24.52	47854.00	410.61	JUN
448884.4883	1137117.411	0.066	701.70	5.18	12.95	2.18	6.63	44.19	0.99	535.01	20.97	59059.00	369.95	JUN
461685.8481	1157378.035	0.010	103.24	6.16	13.86	0.16	6.51	39.03	0.93	667.93	26.16	83726.00	371.68	JUN
408734.6134	1142729.245	0.065	1454.88	4.14	9.85	1.22	7.17	50.20	1.25	349.18	19.68	53000.00	361.91	JUN
562155.1161	1087364.049	0.040	1171.39	2.83	9.77	0.59	6.98	48.60	1.12	428.79	19.96	47170.00	313.92	JUN
341096.2485	1122688.224	0.008	123.21	3.78	16.05	0.15	6.55	37.30	0.91	61.59	26.97	31765.00	327.95	JUN
520103.6723	1096533.418	0.171	1830.46	2.52	10.52	5.38	7.43	52.79	1.10	221.47	17.50	72139.00	220.12	JUN
452501.2122	1111305.437	0.011	1013.20	1.73	14.06	0.16	6.92	45.85	1.03	744.03	21.86	41110.00	259.77	JUN
558647.2275	989663.7056	0.015	49.42	4.66	13.31	0.43	6.50	38.32	0.93	485.25	27.25	23000.00	385.13	JUN
514624.5197	1087314.461	0.035	1309.28	2.28	12.23	0.72	7.09	47.95	0.98	763.08	19.00	62169.00	225.25	JUN
323444.5913	1240793.286	0.010	48.10	2.72	17.73	0.19	6.51	39.77	0.90	29753.14	26.27	18385.00	310.90	JUN
472553.2849	1052299.837	0.000	13.60	2.37	17.04	0.00	6.49	33.52	0.90	787.08	27.45	13342.00	325.36	JUN
498175.5272	1157356.824	0.036	56.00	1.08	10.70	0.49	6.48	40.07	0.94	451.60	27.25	62426.00	412.90	JUN
408630.6556	1102172.702	0.000	1.58	2.88	14.34	0.00	6.49	17.61	0.90	772.57	27.79	16031.00	246.40	JUN
465268.3692	1089171.235	0.124	984.19	5.36	9.46	2.61	6.62	45.88	1.12	577.36	20.67	42942.00	315.87	JUN
335985.2137	1200158.114	0.044	379.01	4.08	11.01	0.80	6.70	46.29	1.10	495.35	25.53	25495.00	299.72	JUN
483528.0309	1043077.361	0.013	39.25	3.81	11.27	0.15	6.49	28.46	0.96	701.28	27.46	8062.00	416.97	JUN
505481.9784	1102058.109	0.165	2050.98	4.56	9.69	4.31	7.27	50.18	1.17	649.77	19.65	70774.00	342.09	JUN
521966.8474	1035707.211	0.215	1136.92	2.33	7.91	4.54	7.09	46.97	1.17	138.17	23.16	22627.00	364.44	JUN
476242.3007	1098378.898	0.039	848.19	6.02	14.48	1.05	6.76	43.11	0.93	483.64	22.66	56754.00	253.74	JUN
490862.4409	1098372.295	0.015	1154.24	4.86	12.34	0.21	6.97	44.68	0.98	533.17	21.27	62968.00	291.11	JUN
