"","num.month","DELTA.MAE.idw3","DELTA.RMSE.idw3","DELTA.R2.idw3","DELTA.MAE.cubist","DELTA.RMSE.cubist","DELTA.R2.cubist","DELTA.MAE.ok","DELTA.RMSE.ok","DELTA.R2.ok","DELTA.MAE.ked","DELTA.RMSE.ked","DELTA.R2.ked","DELTA.MAE.rf","DELTA.RMSE.rf","DELTA.R2.rf","R2.RF.train","error.RF.train","num.kf"
"82",10,1.02147916583833,1.12158776883699,0.951,0.419347165425618,0.479661573814245,0.9689,1.34748043596225,1.61502777598206,0.6044,0.660967575537857,0.759755070484814,0.9083,0.445431092592595,0.509011541212262,0.9608,0.877899958937902,2.02539135100403,7
"83",11,0.924349815430403,0.988737923456966,0.9449,0.358574752807618,0.391903694462735,0.9726,1.25013515231849,1.45705702811621,0.6803,0.706469637060246,0.791190993781557,0.8849,0.534682166666673,0.584165044693762,0.9413,0.874240577452429,2.2215004977755,7
"84",12,0.936358733972175,1.01787592801816,0.9246,0.363378893534343,0.452915601872371,0.9668,1.28115225735445,1.39349041024205,0.7837,0.555856216865478,0.628155864295529,0.9368,0.655685441666674,0.820673507321396,0.891,0.880041448683151,2.39345167969221,7
"85",1,0.635627475102603,0.849307133958864,0.9174,0.68113771711077,1.1797702742063,0.9037,0.41633582801097,0.495656040516458,0.9769,0.53657514398743,0.836368240893476,0.9525,1.07780669206348,1.7455987922028,0.7861,0.887735698311548,2.35310096959336,8
"86",2,0.644773368051411,0.890301925353169,0.917,0.722207412719728,1.26197927189034,0.8853,0.396109151533826,0.480381833312814,0.9819,0.658006447723492,0.969341543114345,0.914,0.99339450793652,1.6934063226455,0.8011,0.823177800349698,3.9209030569009,8
"87",3,0.672025985007176,0.886085841453557,0.9145,0.764840621948242,1.27425345301026,0.8687,0.368030396937489,0.503047139329885,0.9844,0.424731453632002,0.83127648446486,0.9453,1.11882998730161,1.86901303494605,0.7002,0.858811197231946,3.22121874943924,8
"88",4,0.608781233085103,0.868958860833043,0.905,0.741817438034784,1.23325872499524,0.8725,0.369605326289912,0.498725168434956,0.9821,0.493847153353994,0.837835956594698,0.9448,1.11700414285715,1.82516732877358,0.7164,0.837243436570848,3.56409298454383,8
"89",5,0.54239272463032,0.791229505966798,0.8961,0.636918603806269,1.0204133569053,0.9027,0.496052527848171,0.563694450744713,0.9535,0.502420381522931,0.914006355892979,0.908,1.00710074603174,1.54150112036255,0.7189,0.848613271124883,2.78424529553344,8
"90",6,0.538993647352423,0.772825189152693,0.897,0.654093606858026,0.95800272332319,0.9224,0.50141088284008,0.575495576350754,0.9521,0.617479358817407,0.904909730508572,0.9157,1.10503006349206,1.52574574717535,0.7898,0.884317379707522,2.00275599001574,8
"91",7,0.763862366642886,1.06495657413186,0.8885,0.711325825282506,1.05000187505712,0.9047,0.637115857722909,0.783457244892795,0.9385,0.868032480580226,1.14406828704702,0.9262,1.06848215571429,1.57037450026269,0.7824,0.87895685105763,2.22854044324655,8
"92",8,0.50954327449947,0.765380546112466,0.8988,0.760351893107096,1.21115596172501,0.8677,0.386740023222106,0.432615739606886,0.9832,1.29679387711146,1.58738612083548,0.7206,1.14732577777778,1.66591102453367,0.7338,0.813291999443816,3.32604779485142,8
"93",9,0.545277838631837,0.782057135587552,0.8902,0.600526573544457,0.924572720981858,0.9197,0.56240112465091,0.653371426992375,0.9548,0.551485180745986,0.94197095275666,0.8798,1.01791214285714,1.45182318076278,0.7872,0.853144421439184,2.70054963752296,8
"94",10,0.532988122958977,0.772037583652307,0.8909,0.632481362479073,0.951228934682641,0.9161,0.505936072483323,0.578144257492721,0.9483,0.58430856872794,0.914576330799368,0.9001,1.03316026984128,1.43391828710812,0.814,0.889097880569148,1.85380149493487,8
"95",11,0.543543443061639,0.757864789223438,0.9057,0.620775208246139,0.970802807647628,0.9182,0.429507248993982,0.522616950636381,0.967,0.55142664563086,0.863511717897093,0.9203,1.06420917460317,1.53065222623377,0.7968,0.882881414506832,2.07337767547255,8
"96",12,0.59238339571092,0.811775717604863,0.9153,0.657619781494141,1.10324435302366,0.911,0.429200446820006,0.534628163357557,0.9727,0.600168439991085,0.8692579698092,0.9483,1.02433359523811,1.60056546146682,0.8073,0.88127659281372,2.36331283956277,8
"97",1,1.49161629092023,2.01575147498156,0.534,0.438565724690755,0.742332795295775,0.946,0.615760332042279,0.748896673198163,0.9696,0.622983684291465,0.769557230315553,0.9412,0.818646217460327,0.906965688277277,0.9209,0.863288687988838,2.82151487438242,9
"98",2,1.71804012455668,2.18242941474317,0.5119,0.87216411408924,1.32835620167977,0.8722,1.0435082984578,1.24394995763846,0.8558,0.762657766189845,0.924326846283739,0.9411,1.2559230952381,1.50631800464641,0.7884,0.809475253180515,4.13666956646865,9
"99",3,2.01451366682582,2.55424642852743,0.5977,0.993838758922759,1.49310740383039,0.8961,1.23639629671172,1.69827990735087,0.8964,0.899450996807183,1.43605384298971,0.8846,1.36645514285715,1.79153629732359,0.8333,0.844376391312802,3.36880134684816,9
"100",4,1.51050736954378,2.22032687297868,0.5268,0.670034423101515,1.00374219105178,0.9038,0.791971213604424,1.07918345273553,0.9104,0.810882768187253,1.07637626049655,0.9289,0.754739301587311,0.925250774203795,0.9414,0.819267953498827,3.84783456993003,9
"101",5,1.80756644585056,2.33472048263666,0.5278,0.664112606956845,0.816465480733742,0.969,1.157133245404,1.29162589179808,0.9505,0.808611749586051,1.0935869133689,0.9236,1.06094166666668,1.25415929763447,0.9092,0.830668421547075,2.97534955514675,9
