"","num.month","DELTA.MAE.idw3","DELTA.RMSE.idw3","DELTA.R2.idw3","DELTA.MAE.cubist","DELTA.RMSE.cubist","DELTA.R2.cubist","DELTA.MAE.ok","DELTA.RMSE.ok","DELTA.R2.ok","DELTA.MAE.ked","DELTA.RMSE.ked","DELTA.R2.ked","DELTA.MAE.rf","DELTA.RMSE.rf","DELTA.R2.rf","R2.RF.train","error.RF.train","num.kf"
"102",6,1.61173331154093,2.29611404980345,0.4045,0.428348628452846,0.586506812177725,0.9735,0.845724592717213,1.07848725393913,0.9161,0.410410761557693,0.445031354626949,0.9798,0.617993266666657,0.963747076472182,0.9528,0.856997768572615,2.40744019545044,9
"103",7,1.67905919644291,2.28014411161722,0.4762,0.491769710722423,0.650859441558789,0.968,1.00751403549678,1.18245709951465,0.935,0.477511318646615,0.561412543282436,0.9746,0.693420581111113,0.955970990832198,0.9572,0.852249520284625,2.63404246751507,9
"104",8,1.65126197382394,2.26856971529297,0.478,0.54509748186384,0.834253144289117,0.9677,0.916207158277096,1.12139040769231,0.9449,0.611482865372201,0.775496085418676,0.9595,0.646471142857152,0.945127324778577,0.9669,0.770703869713551,3.96088505325261,9
"105",9,1.6501104732735,2.31384768873126,0.4442,0.324007368541899,0.43320852659855,0.9907,0.987695942417831,1.24799929205176,0.9055,0.330902444010006,0.400831873546943,0.9904,0.544163888888883,0.762510378107059,0.983,0.831599033075233,2.99647464259465,9
"106",10,1.60094915052989,2.27723520173601,0.4404,0.352008652460007,0.611535125225738,0.9846,0.843517005087387,1.04759220399676,0.9369,0.355090304941213,0.441132760973244,0.9846,0.596202047619043,0.9678283534528,0.9676,0.845682568849673,2.49947230999887,9
"107",11,1.5818594349965,2.21909521644692,0.4635,0.38637806120373,0.560071818941104,0.9838,0.79758670379844,0.967701089870254,0.9543,0.552228180484618,0.644029229493071,0.9637,0.632534317460321,0.910544701444684,0.9669,0.869005829779916,2.25599902063532,9
"108",12,1.55967871463479,2.14468745825003,0.4915,0.470016686575754,0.650560087073033,0.9602,0.699376618133343,0.857391895310057,0.963,0.712263795185409,0.829427470226503,0.937,0.731742304761899,0.89895217194429,0.9438,0.867742359848649,2.58132586567375,9
"109",1,0.817020536232924,1.07275657039686,0.9837,0.51590797106425,0.599176600236194,0.9746,0.597031335621571,0.750229552376525,0.995,0.395147431989485,0.481396156799985,0.9847,1.12712407638888,1.21567738447704,0.8964,0.871491802200097,2.60536230045957,10
"110",2,1.4521360960653,2.00549324036724,0.8838,0.702884359359742,0.796605263788288,0.9549,1.29430249475447,2.12244632228361,0.7802,1.14462074860662,2.00242496596985,0.7579,1.61433695833334,2.16607156858529,0.6979,0.838857609357709,3.43531857584697,10
"111",3,0.862953810962504,1.24273799342349,0.9824,0.737268012364705,0.888845861207313,0.9586,0.513161483030811,0.672041496443669,0.9914,0.692813617779268,0.845221724402571,0.9537,1.02317460277778,1.20618028727334,0.8903,0.841706606166977,3.47911317566246,10
"112",4,0.901802077378334,1.1949808811539,0.9739,0.511735124588013,0.551271741370816,0.9822,0.720315232226441,0.846048371721137,0.9899,0.598998631483938,0.735849878763445,0.9548,1.08865845833335,1.32454056344832,0.8549,0.83167047029854,3.57210804902672,10
"113",5,0.830623146484101,1.00420495093439,0.9434,0.578814665476481,0.727872350276144,0.9464,0.656848130936941,0.738066473645558,0.9546,0.543176920137934,0.656164460510871,0.9358,0.869986166666668,0.989062520602862,0.8708,0.833665819620898,2.99144699376655,10
"114",6,0.603909169404952,0.809241496498361,0.9894,0.367573162714641,0.484789453634885,0.978,0.441631561011333,0.536644299303609,0.9936,0.429520407691035,0.492053892812348,0.9792,0.888724605555538,1.02813631362814,0.8692,0.874887254870017,2.11773650264023,10
"115",7,0.909949871171901,1.24308273785305,0.918,0.596814016596475,0.896959867459639,0.9153,0.774583334604488,1.12065335665865,0.9138,0.706135780284777,1.00037777413485,0.9395,1.19178112499999,1.44535859976372,0.8108,0.86762117471501,2.33819609013913,10
"116",8,0.647713428372313,0.830355241437858,0.9881,0.341950604120891,0.439927930519921,0.9814,0.473326504226356,0.545124944759952,0.9939,0.492421582246092,0.656380544689141,0.9321,0.807426611111087,0.9086922087902,0.8907,0.799297626797095,3.52048699803496,10
"117",9,0.811597847309871,1.13277208439331,0.9839,0.510488885243734,0.70855195611106,0.9672,0.626090143966386,0.833730273401257,0.9941,0.625007325899285,0.684207407522027,0.9487,0.947800124999997,1.1140292634478,0.8413,0.856816279324075,2.57548906132048,10
"118",10,0.573975048468664,0.748677731665707,0.9875,0.338137950897217,0.417915767228706,0.9794,0.37921286718213,0.462779798683148,0.9941,0.36558992273108,0.415204343285007,0.9816,0.842300625000009,1.01670444679478,0.8513,0.86706513693993,2.18200255886912,10
"119",11,0.642268298155131,0.845811919785224,0.9829,0.430402507781983,0.514245199579995,0.9718,0.488177996407975,0.584016764838044,0.9875,0.29844465323258,0.370552822822197,0.9811,0.92823475,1.04439186569703,0.8641,0.864850194260342,2.34307407405595,10
"120",12,0.80567625060868,1.08919197915903,0.9775,0.528520641326904,0.603456232008638,0.9673,0.657446140789203,0.802147377903777,0.9839,0.421978846522062,0.483842798645844,0.9754,0.901815793749994,1.03795891036148,0.8953,0.870561550303951,2.50565818509421,10
